uid,acheteur_id,cpv_div2,source_date_notification,declared_duration_months,renewal_uid,event,observed_duration_months,gap_months,text_similarity,match_score,is_censored,censoring_date
24440061000055202424066,24440061000055,72,2024-11-04,48.0,,0,1.87,,,,1,2024-12-31
24440061000055202424134,24440061000055,72,2024-11-26,48.0,,0,1.15,,,,1,2024-12-31
24440061000055202524133,24440061000055,72,2024-12-20,48.0,,0,0.36,,,,1,2024-12-31
21720154000010202222023LFL0200,21720154000010,32,2022-05-24,18.0,,0,31.27,,,,1,2024-12-31
2172015400001020232023LF01100,21720154000010,32,2023-08-29,4.0,2172015400001020232023LF01101,1,5.09,5.09,1.0,0.945,0,
2172015400001020232023LF01100,21720154000010,32,2023-08-29,4.0,2172015400001020232023LF01101,1,5.09,5.09,1.0,0.945,0,
2172015400001020232023LF01101,21720154000010,32,2024-01-31,5.0,2172015400001020232023LF01102,1,1.58,1.58,1.0,0.829,0,
2172015400001020232023LF01102,21720154000010,32,2024-03-19,6.0,2172015400001020232023LF011,1,9.03,9.03,1.0,0.848,0,
2172015400001020232023LF011,21720154000010,32,2024-12-19,9.0,,0,0.39,,,,1,2024-12-31
225300011000152018S02200,22530001100015,72,2018-12-19,48.0,,0,72.4,,,,1,2024-12-31
225300011000152019004600,22530001100015,72,2019-05-15,48.0,,0,67.58,,,,1,2024-12-31
225300011000152019015000,22530001100015,72,2019-10-22,48.0,2253000110001520240046,1,52.0,52.0,0.4,0.38,0,
225300011000152019004502,22530001100015,72,2019-12-20,48.0,,0,60.38,,,,1,2024-12-31
225300011000152020001300,22530001100015,72,2020-01-01,48.0,,0,59.99,,,,1,2024-12-31
225300011000152020001200,22530001100015,72,2020-01-27,48.0,,0,59.13,,,,1,2024-12-31
225300011000152020003000,22530001100015,72,2020-02-19,48.0,,0,58.38,,,,1,2024-12-31
225300011000152020004200,22530001100015,72,2020-03-24,48.0,,0,57.26,,,,1,2024-12-31
225300011000152020015100,22530001100015,72,2020-09-30,48.0,,0,51.02,,,,1,2024-12-31
225300011000152020015201,22530001100015,72,2020-10-19,48.0,,0,50.39,,,,1,2024-12-31
225300011000152020015200,22530001100015,72,2020-10-19,48.0,,0,50.39,,,,1,2024-12-31
2253000110001520200152,22530001100015,72,2020-10-19,48.0,,0,50.39,,,,1,2024-12-31
225300011000152021000801,22530001100015,72,2021-01-14,36.0,225300011000152023012400,1,32.1,32.1,0.333,0.338,0,
225300011000152021000800,22530001100015,72,2021-01-14,36.0,225300011000152023012400,1,32.1,32.1,0.333,0.338,0,
225300011000152021000900,22530001100015,72,2021-01-22,36.0,,0,47.27,,,,1,2024-12-31
225300011000152021011400,22530001100015,72,2021-06-09,36.0,,0,42.74,,,,1,2024-12-31
225300011000152021011700,22530001100015,72,2021-06-25,48.0,,0,42.21,,,,1,2024-12-31
225300011000152021017400,22530001100015,72,2021-11-03,48.0,,0,37.91,,,,1,2024-12-31
225300011000152021018701,22530001100015,72,2021-11-16,24.0,,0,37.48,,,,1,2024-12-31
225300011000152021018701,22530001100015,72,2021-11-16,24.0,,0,37.48,,,,1,2024-12-31
225300011000152021018700,22530001100015,72,2021-11-16,36.0,,0,37.48,,,,1,2024-12-31
225300011000152022005300,22530001100015,72,2022-03-15,48.0,,0,33.57,,,,1,2024-12-31
225300011000152022005700,22530001100015,72,2022-03-18,48.0,,0,33.48,,,,1,2024-12-31
225300011000152022007900,22530001100015,72,2022-04-25,12.0,225300011000152022007901,1,7.85,7.85,1.0,0.793,0,
2253000110001520220100,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
2253000110001520220100,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
2253000110001520220100,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
225300011000152022010000,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
225300011000152022010001,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
225300011000152022010001,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
225300011000152022010100,22530001100015,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
225300011000152021011402,22530001100015,72,2022-05-16,24.0,,0,31.54,,,,1,2024-12-31
225300011000152021011401,22530001100015,72,2022-05-16,24.0,,0,31.54,,,,1,2024-12-31
225300011000152022009900,22530001100015,72,2022-05-18,36.0,,0,31.47,,,,1,2024-12-31
225300011000152022012001,22530001100015,72,2022-07-05,48.0,,0,29.89,,,,1,2024-12-31
225300011000152022012000,22530001100015,72,2022-07-05,48.0,,0,29.89,,,,1,2024-12-31
225300011000152022015900,22530001100015,72,2022-09-09,48.0,,0,27.73,,,,1,2024-12-31
225300011000152022016000,22530001100015,72,2022-09-10,48.0,,0,27.69,,,,1,2024-12-31
225300011000152022017100,22530001100015,72,2022-09-29,48.0,,0,27.07,,,,1,2024-12-31
225300011000152022017300,22530001100015,72,2022-09-29,48.0,,0,27.07,,,,1,2024-12-31
2253000110001520220176,22530001100015,72,2022-09-29,48.0,,0,27.07,,,,1,2024-12-31
225300011000152022017600,22530001100015,72,2022-09-29,48.0,,0,27.07,,,,1,2024-12-31
2253000110001520220176,22530001100015,72,2022-09-29,48.0,,0,27.07,,,,1,2024-12-31
225300011000152022017500,22530001100015,72,2022-09-30,48.0,,0,27.04,,,,1,2024-12-31
225300011000152022017400,22530001100015,72,2022-09-30,48.0,,0,27.04,,,,1,2024-12-31
225300011000152022017200,22530001100015,72,2022-09-30,48.0,,0,27.04,,,,1,2024-12-31
225300011000152022022300,22530001100015,72,2022-11-21,24.0,2253000110001520220223,1,21.94,21.94,1.0,0.897,0,
225300011000152022024400,22530001100015,72,2022-12-12,48.0,,0,24.64,,,,1,2024-12-31
225300011000152022024000,22530001100015,72,2022-12-12,48.0,,0,24.64,,,,1,2024-12-31
225300011000152022007901,22530001100015,72,2022-12-20,24.0,,0,24.38,,,,1,2024-12-31
225300011000152022024500,22530001100015,72,2022-12-21,48.0,,0,24.34,,,,1,2024-12-31
225300011000152022024300,22530001100015,72,2022-12-21,48.0,,0,24.34,,,,1,2024-12-31
225300011000152022024200,22530001100015,72,2022-12-21,48.0,,0,24.34,,,,1,2024-12-31
225300011000152022024100,22530001100015,72,2023-01-03,48.0,,0,23.92,,,,1,2024-12-31
225300011000152023000700,22530001100015,72,2023-01-23,48.0,,0,23.26,,,,1,2024-12-31
225300011000152023000500,22530001100015,72,2023-01-31,48.0,,0,23.0,,,,1,2024-12-31
225300011000152022009901,22530001100015,72,2023-02-03,24.0,,0,22.9,,,,1,2024-12-31
225300011000152023000900,22530001100015,72,2023-02-25,36.0,,0,22.17,,,,1,2024-12-31
225300011000152023002900,22530001100015,72,2023-04-03,48.0,,0,20.96,,,,1,2024-12-31
2253000110001520230029,22530001100015,72,2023-04-03,48.0,,0,20.96,,,,1,2024-12-31
2253000110001520230029,22530001100015,72,2023-04-03,48.0,,0,20.96,,,,1,2024-12-31
225300011000152023004900,22530001100015,72,2023-04-06,48.0,,0,20.86,,,,1,2024-12-31
225300011000152023004800,22530001100015,72,2023-04-06,48.0,,0,20.86,,,,1,2024-12-31
225300011000152023007300,22530001100015,72,2023-06-12,42.0,,0,18.66,,,,1,2024-12-31
225300011000152023008900,22530001100015,72,2023-06-16,48.0,,0,18.53,,,,1,2024-12-31
225300011000152023012100,22530001100015,72,2023-09-11,48.0,,0,15.67,,,,1,2024-12-31
225300011000152023012100,22530001100015,72,2023-09-11,48.0,,0,15.67,,,,1,2024-12-31
225300011000152023012400,22530001100015,72,2023-09-18,48.0,,0,15.44,,,,1,2024-12-31
225300011000152023012500,22530001100015,72,2023-09-18,48.0,,0,15.44,,,,1,2024-12-31
225300011000152023000901,22530001100015,72,2023-11-21,24.0,,0,13.34,,,,1,2024-12-31
225300011000152023019000,22530001100015,72,2023-12-07,48.0,,0,12.81,,,,1,2024-12-31
225300011000152024000100,22530001100015,72,2024-01-09,36.0,,0,11.73,,,,1,2024-12-31
2253000110001520240001,22530001100015,72,2024-01-09,36.0,,0,11.73,,,,1,2024-12-31
2253000110001520240040,22530001100015,72,2024-02-13,48.0,,0,10.58,,,,1,2024-12-31
2253000110001520240046,22530001100015,72,2024-02-21,48.0,,0,10.32,,,,1,2024-12-31
225300011000152024005000,22530001100015,72,2024-03-14,48.0,,0,9.59,,,,1,2024-12-31
225300011000152024011500,22530001100015,72,2024-06-20,24.0,,0,6.37,,,,1,2024-12-31
2253000110001520240115,22530001100015,72,2024-06-20,24.0,,0,6.37,,,,1,2024-12-31
2253000110001520240174,22530001100015,72,2024-09-06,48.0,,0,3.81,,,,1,2024-12-31
2253000110001520240175,22530001100015,72,2024-09-06,48.0,,0,3.81,,,,1,2024-12-31
2253000110001520240175,22530001100015,72,2024-09-06,48.0,,0,3.81,,,,1,2024-12-31
2253000110001520240174,22530001100015,72,2024-09-06,48.0,,0,3.81,,,,1,2024-12-31
2253000110001520240178,22530001100015,72,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
2253000110001520240178,22530001100015,72,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
2253000110001520240177,22530001100015,72,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
2253000110001520240177,22530001100015,72,2024-09-09,46.0,,0,3.71,,,,1,2024-12-31
2253000110001520240176,22530001100015,72,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
2253000110001520240176,22530001100015,72,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
2253000110001520220223,22530001100015,72,2024-09-19,32.0,,0,3.38,,,,1,2024-12-31
2253000110001520240200,22530001100015,72,2024-10-17,48.0,,0,2.46,,,,1,2024-12-31
2253000110001520240200,22530001100015,72,2024-10-17,48.0,,0,2.46,,,,1,2024-12-31
2253000110001520240200,22530001100015,72,2024-10-17,48.0,,0,2.46,,,,1,2024-12-31
22530001100015202401,22530001100015,72,2024-10-25,48.0,,0,2.2,,,,1,2024-12-31
2253000110001520240199,22530001100015,72,2024-10-25,48.0,,0,2.2,,,,1,2024-12-31
2253000110001520240199,22530001100015,72,2024-10-25,48.0,,0,2.2,,,,1,2024-12-31
2253000110001520240150,22530001100015,72,2024-11-25,48.0,,0,1.18,,,,1,2024-12-31
2253000110001520240150,22530001100015,72,2024-11-25,48.0,,0,1.18,,,,1,2024-12-31
2253000110001520230009,22530001100015,72,2024-12-06,36.0,,0,0.82,,,,1,2024-12-31
2253000110001520230009,22530001100015,72,2024-12-06,36.0,,0,0.82,,,,1,2024-12-31
2253000110001520240228,22530001100015,72,2024-12-09,48.0,,0,0.72,,,,1,2024-12-31
2253000110001520240228,22530001100015,72,2024-12-09,48.0,,0,0.72,,,,1,2024-12-31
2253000110001520240227,22530001100015,72,2024-12-09,48.0,,0,0.72,,,,1,2024-12-31
2253000110001520240227,22530001100015,72,2024-12-09,48.0,,0,0.72,,,,1,2024-12-31
2253000110001520240209,22530001100015,72,2024-12-19,48.0,,0,0.39,,,,1,2024-12-31
2449008090011620240000000032,24490080900116,48,2024-12-19,13.0,,0,0.39,,,,1,2024-12-31
1949097010030320192021F0328400,19490970100303,48,2019-07-08,48.0,,0,65.8,,,,1,2024-12-31
1949097010030320202021F0076200,19490970100303,48,2020-05-13,36.0,,0,55.62,,,,1,2024-12-31
1949097010030320202020F1961700,19490970100303,48,2020-09-03,48.0,,0,51.91,,,,1,2024-12-31
1949097010030320212021S2236600,19490970100303,48,2021-11-29,48.0,,0,37.06,,,,1,2024-12-31
19490970100303202409,19490970100303,48,2024-11-14,48.0,,0,1.54,,,,1,2024-12-31
194909701003032024,19490970100303,48,2024-12-18,15.0,,0,0.43,,,,1,2024-12-31
19490970100303202408,19490970100303,48,2024-12-18,15.0,,0,0.43,,,,1,2024-12-31
25440109400068201964346600,25440109400068,72,2019-01-30,3.0,,0,71.02,,,,1,2024-12-31
254401094000682020AC200010000,25440109400068,72,2020-01-16,48.0,,0,59.49,,,,1,2024-12-31
25440109400068202121_009_0000,25440109400068,72,2021-07-01,42.0,,0,42.02,,,,1,2024-12-31
254401094000682020AC200010001,25440109400068,72,2022-05-18,45.0,,0,31.47,,,,1,2024-12-31
25440109400068202222_031_0000,25440109400068,72,2022-10-12,36.0,,0,26.64,,,,1,2024-12-31
25440109400068202424_025_00,25440109400068,72,2024-12-18,48.0,,0,0.43,,,,1,2024-12-31
868801523000282024S00048,86880152300028,72,2024-10-01,48.0,,0,2.99,,,,1,2024-12-31
868801523000282024S00049,86880152300028,72,2024-10-01,48.0,,0,2.99,,,,1,2024-12-31
868801523000282024S00060,86880152300028,72,2024-12-18,72.0,,0,0.43,,,,1,2024-12-31
214400905000112024VIDEOPROTE,21440090500011,32,2024-12-16,60.0,,0,0.49,,,,1,2024-12-31
24530022300170202412Pannea,24530022300170,35,2024-12-12,2.0,,0,0.62,,,,1,2024-12-31
24530022300170202412Panneaux,24530022300170,35,2024-12-12,2.0,,0,0.62,,,,1,2024-12-31
245300223001702025004,24530022300170,35,2024-12-12,2.0,,0,0.62,,,,1,2024-12-31
856801360000202024HU1s_XWRj300,85680136000020,32,2024-12-12,48.0,,0,0.62,,,,1,2024-12-31
200091007000352024AMO_27,20009100700035,32,2024-12-05,3.0,,0,0.85,,,,1,2024-12-31
200091007000352024AMO_18,20009100700035,32,2024-12-11,18.0,,0,0.66,,,,1,2024-12-31
22490001900015167601633213300,22490001900015,72,2023-02-06,48.0,,0,22.8,,,,1,2024-12-31
22490001900015168716956002700,22490001900015,72,2023-06-02,24.0,,0,18.99,,,,1,2024-12-31
22490001900015171940079474700,22490001900015,72,2024-06-20,60.0,,0,6.37,,,,1,2024-12-31
22490001900015173494288676800,22490001900015,72,2024-12-11,48.0,,0,0.66,,,,1,2024-12-31
403040850000142024SH299,40304085000014,72,2024-12-11,60.0,,0,0.66,,,,1,2024-12-31
244400404001292019S00160,24440040400129,72,2020-01-07,48.0,,0,59.79,,,,1,2024-12-31
244400404001292019S00004,24440040400129,72,2020-01-07,24.0,,0,59.79,,,,1,2024-12-31
244400404001292019S00005,24440040400129,72,2020-01-09,12.0,,0,59.72,,,,1,2024-12-31
244400404001292020S00008,24440040400129,72,2020-02-20,48.0,,0,58.34,,,,1,2024-12-31
244400404001292020S00052,24440040400129,72,2020-02-24,48.0,,0,58.21,,,,1,2024-12-31
244400404001292020S00024,24440040400129,72,2020-03-05,24.0,,0,57.88,,,,1,2024-12-31
244400404001292020S00023,24440040400129,72,2020-03-05,24.0,,0,57.88,,,,1,2024-12-31
244400404001292020S00022,24440040400129,72,2020-03-05,24.0,,0,57.88,,,,1,2024-12-31
244400404001292020S00019,24440040400129,72,2020-03-05,24.0,,0,57.88,,,,1,2024-12-31
244400404001292020S00063,24440040400129,72,2020-03-06,72.0,,0,57.85,,,,1,2024-12-31
244400404001292020S00018,24440040400129,72,2020-03-06,24.0,244400404001292021S00030,1,21.35,21.35,0.312,0.386,0,
244400404001292020S00017,24440040400129,72,2020-03-06,24.0,,0,57.85,,,,1,2024-12-31
244400404001292020S00016,24440040400129,72,2020-03-06,24.0,,0,57.85,,,,1,2024-12-31
244400404001292020S00062,24440040400129,72,2020-03-09,72.0,,0,57.75,,,,1,2024-12-31
244400404001292020S00071,24440040400129,72,2020-03-12,8.0,,0,57.65,,,,1,2024-12-31
244400404001292020S00091,24440040400129,72,2020-04-18,12.0,,0,56.44,,,,1,2024-12-31
244400404001292020S00093,24440040400129,72,2020-04-28,12.0,,0,56.11,,,,1,2024-12-31
244400404001292020S00226,24440040400129,72,2020-11-24,48.0,244400404001292024S00057,1,48.03,48.03,0.588,0.71,0,
244400404001292020S00225,24440040400129,72,2020-11-24,48.0,244400404001292024S00057,1,48.03,48.03,0.688,0.78,0,
244400404001292020S00246,24440040400129,72,2021-01-05,55.0,,0,47.83,,,,1,2024-12-31
244400404001292020S00245,24440040400129,72,2021-01-05,48.0,,0,47.83,,,,1,2024-12-31
244400404001292020S00044,24440040400129,72,2021-01-20,48.0,,0,47.34,,,,1,2024-12-31
244400404001292021S00012,24440040400129,72,2021-02-23,48.0,,0,46.22,,,,1,2024-12-31
244400404001292021S00029,24440040400129,72,2021-03-23,48.0,,0,45.3,,,,1,2024-12-31
244400404001292021S00051,24440040400129,72,2021-04-09,36.0,,0,44.74,,,,1,2024-12-31
244400404001292021F00005,24440040400129,72,2021-04-13,48.0,,0,44.61,,,,1,2024-12-31
244400404001292021S00056,24440040400129,72,2021-04-16,36.0,,0,44.51,,,,1,2024-12-31
244400404001292021S00089,24440040400129,72,2021-05-12,48.0,,0,43.66,,,,1,2024-12-31
244400404001292021S00011,24440040400129,72,2021-05-26,36.0,,0,43.2,,,,1,2024-12-31
244400404001292021S00303,24440040400129,72,2021-06-14,19.0,,0,42.58,,,,1,2024-12-31
244400404001292021S00014,24440040400129,72,2021-07-08,24.0,244400404001292023S00018,1,20.86,20.86,0.765,0.678,0,
244400404001292021S00013,24440040400129,72,2021-07-08,24.0,244400404001292023S00018,1,20.86,20.86,0.765,0.678,0,
244400404001292021S00156,24440040400129,72,2021-07-21,48.0,,0,41.36,,,,1,2024-12-31
244400404001292021S00019,24440040400129,72,2021-09-27,48.0,,0,39.13,,,,1,2024-12-31
244400404001292021S00018,24440040400129,72,2021-09-27,48.0,,0,39.13,,,,1,2024-12-31
244400404001292021S00017,24440040400129,72,2021-09-27,48.0,,0,39.13,,,,1,2024-12-31
244400404001292021S00210,24440040400129,72,2021-09-28,48.0,,0,39.09,,,,1,2024-12-31
244400404001292021S00030,24440040400129,72,2021-12-16,24.0,244400404001292023S00067,1,23.92,23.92,0.5,0.646,0,
244400404001292021S00031,24440040400129,72,2021-12-16,24.0,244400404001292023S00067,1,23.92,23.92,0.481,0.633,0,
244400404001292021S00033,24440040400129,72,2021-12-28,24.0,244400404001292023S00067,1,23.52,23.52,0.789,0.829,0,
244400404001292021S00005,24440040400129,72,2022-01-06,60.0,,0,35.81,,,,1,2024-12-31
244400404001292022F00003,24440040400129,72,2022-02-10,48.0,,0,34.66,,,,1,2024-12-31
244400404001292022F00005,24440040400129,72,2022-03-22,48.0,,0,33.34,,,,1,2024-12-31
244400404001292022F00078,24440040400129,72,2022-03-24,48.0,,0,33.28,,,,1,2024-12-31
244400404001292022S00104,24440040400129,72,2022-04-15,12.0,,0,32.56,,,,1,2024-12-31
244400404001292022S00017,24440040400129,72,2022-06-21,48.0,,0,30.35,,,,1,2024-12-31
244400404001292022S00032,24440040400129,72,2022-08-09,48.0,,0,28.75,,,,1,2024-12-31
244400404001292022S00034,24440040400129,72,2022-08-10,48.0,,0,28.71,,,,1,2024-12-31
244400404001292022S00033,24440040400129,72,2022-08-11,48.0,,0,28.68,,,,1,2024-12-31
244400404001292022S00037,24440040400129,72,2022-09-20,24.0,244400404001292024S00042,1,21.45,21.45,0.75,0.698,0,
244400404001292022S00039,24440040400129,72,2022-09-27,24.0,244400404001292024S00042,1,21.22,21.22,0.75,0.686,0,
244400404001292022S00045,24440040400129,72,2022-10-18,48.0,,0,26.45,,,,1,2024-12-31
244400404001292022S00046,24440040400129,72,2022-10-25,24.0,244400404001292024S00042,1,20.3,20.3,0.333,0.348,0,
244400404001292022S00047,24440040400129,72,2022-11-09,24.0,,0,25.72,,,,1,2024-12-31
244400404001292022S00050,24440040400129,72,2022-12-15,48.0,,0,24.54,,,,1,2024-12-31
244400404001292022S00051,24440040400129,72,2022-12-29,24.0,244400404001292024S00042,1,18.17,18.17,0.75,0.533,0,
244400404001292023S00009,24440040400129,72,2023-01-20,48.0,,0,23.36,,,,1,2024-12-31
244400404001292023S00018,24440040400129,72,2023-04-04,24.0,,0,20.93,,,,1,2024-12-31
244400404001292023S00022,24440040400129,72,2023-05-24,48.0,,0,19.28,,,,1,2024-12-31
244400404001292023S00024,24440040400129,72,2023-06-14,48.0,,0,18.59,,,,1,2024-12-31
244400404001292023S00025,24440040400129,72,2023-06-19,4.0,,0,18.43,,,,1,2024-12-31
244400404001292023S00026,24440040400129,72,2023-06-21,72.0,,0,18.36,,,,1,2024-12-31
244400404001292023S00027,24440040400129,72,2023-07-06,48.0,,0,17.87,,,,1,2024-12-31
244400404001292023S00032,24440040400129,72,2023-07-25,48.0,,0,17.25,,,,1,2024-12-31
244400404001292023S00033,24440040400129,72,2023-08-09,48.0,,0,16.75,,,,1,2024-12-31
244400404001292023S00039,24440040400129,72,2023-09-13,48.0,,0,15.6,,,,1,2024-12-31
244400404001292023S00064,24440040400129,72,2023-09-29,60.0,,0,15.08,,,,1,2024-12-31
244400404001292023S00063,24440040400129,72,2023-09-29,60.0,,0,15.08,,,,1,2024-12-31
244400404001292023S00062,24440040400129,72,2023-09-29,60.0,,0,15.08,,,,1,2024-12-31
244400404001292023S00040,24440040400129,72,2023-10-04,48.0,,0,14.91,,,,1,2024-12-31
244400404001292023S00066,24440040400129,72,2023-12-06,48.0,,0,12.84,,,,1,2024-12-31
244400404001292023S00067,24440040400129,72,2023-12-14,24.0,,0,12.58,,,,1,2024-12-31
244400404001292023S00068,24440040400129,72,2023-12-20,48.0,,0,12.39,,,,1,2024-12-31
244400404001292024S00011,24440040400129,72,2024-02-15,48.0,,0,10.51,,,,1,2024-12-31
244400404001292024S00012,24440040400129,72,2024-02-16,24.0,,0,10.48,,,,1,2024-12-31
244400404001292024S00016,24440040400129,72,2024-02-16,24.0,,0,10.48,,,,1,2024-12-31
244400404001292024S00017,24440040400129,72,2024-02-16,24.0,,0,10.48,,,,1,2024-12-31
244400404001292024S00013,24440040400129,72,2024-02-16,24.0,,0,10.48,,,,1,2024-12-31
244400404001292024S00003,24440040400129,72,2024-02-26,12.0,,0,10.15,,,,1,2024-12-31
244400404001292024S00023,24440040400129,72,2024-02-27,48.0,,0,10.12,,,,1,2024-12-31
244400404001292024S00026,24440040400129,72,2024-03-19,24.0,,0,9.43,,,,1,2024-12-31
244400404001292024S00028,24440040400129,72,2024-03-27,48.0,,0,9.17,,,,1,2024-12-31
244400404001292024S00032,24440040400129,72,2024-04-25,48.0,,0,8.21,,,,1,2024-12-31
244400404001292024S00034,24440040400129,72,2024-05-13,48.0,,0,7.62,,,,1,2024-12-31
244400404001292024S00035,24440040400129,72,2024-05-14,48.0,,0,7.59,,,,1,2024-12-31
244400404001292024S00037,24440040400129,72,2024-05-17,48.0,,0,7.49,,,,1,2024-12-31
244400404001292024S00039,24440040400129,72,2024-05-24,48.0,,0,7.26,,,,1,2024-12-31
244400404001292024S00041,24440040400129,72,2024-06-20,48.0,,0,6.37,,,,1,2024-12-31
244400404001292024S00042,24440040400129,72,2024-07-04,24.0,,0,5.91,,,,1,2024-12-31
244400404001292024S00045,24440040400129,72,2024-07-10,48.0,,0,5.72,,,,1,2024-12-31
244400404001292024S00044,24440040400129,72,2024-07-11,48.0,,0,5.68,,,,1,2024-12-31
244400404001292024S00047,24440040400129,72,2024-07-12,48.0,,0,5.65,,,,1,2024-12-31
244400404001292022F00122,24440040400129,72,2024-07-24,48.0,,0,5.26,,,,1,2024-12-31
244400404001292024S00050,24440040400129,72,2024-10-16,15.0,,0,2.5,,,,1,2024-12-31
244400404001292024S00055,24440040400129,72,2024-11-07,48.0,,0,1.77,,,,1,2024-12-31
244400404001292024S00056,24440040400129,72,2024-11-19,24.0,,0,1.38,,,,1,2024-12-31
244400404001292024S00057,24440040400129,72,2024-11-25,48.0,,0,1.18,,,,1,2024-12-31
244400404001292024S00060,24440040400129,72,2024-11-28,18.0,,0,1.08,,,,1,2024-12-31
244400404001292024S00059,24440040400129,72,2024-12-10,25.0,,0,0.69,,,,1,2024-12-31
24440064400013201905271343B00,24440064400013,32,2019-10-07,48.0,244400644000132023061910MVB00,1,49.74,49.74,0.833,0.796,0,
24440064400013201905271343A00,24440064400013,32,2019-10-07,48.0,244400644000132023061910MVA00,1,49.51,49.51,0.364,0.479,0,
