buyer_name_raw,buyer_name_clean,buyer_key,buyer_key_enriched,enriched_siren,enriched_siret,enriched_name,enrichment_score,enrichment_confidence,enrichment_source,enrichment_status,diagnostic,n_candidates,margin
GROUPEMENT D INTERET PUBLIC PIX,groupement d interet public pix,NAME:groupement d interet public pix,SIREN:130023435,130023435,13002343500022,GROUPEMENT D INTERET PUBLIC PIX (GIP),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNE DE CESSON SEVIGNE,cesson sevigne,NAME:cesson sevigne,SIREN:213500515,213500515,21350051500019,COMMUNE DE CESSON SEVIGNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
URSSAF des Pays de la Loire,urssaf des pays de la loire,NAME:urssaf des pays de la loire,SIREN:535104756,535104756,53510475600015,URSSAF DES PAYS DE LA LOIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=34.4",2,34.4
Territoire d'Énergie de Mayenne,territoire d energie de mayenne,NAME:territoire d energie de mayenne,SIREN:200082477,200082477,20008247700015,TERRITOIRE D'ENERGIE MAYENNE (TE53),99.2,HIGH,api_recherche_entreprises,matched,"score=99.2, n_cands=2, margin=33.9",2,33.9
CCAS coulaines,ccas coulaines,NAME:ccas coulaines,NAME:ccas coulaines,,,,55.1,LOW,api_recherche_entreprises,matched,score=55.1 (below MEDIUM threshold),1,
CCI Pays de la Loire,cci pays de la loire,NAME:cci pays de la loire,SIREN:924715238,924715238,92471523800011,CSE CCI PAYS DE LA LOIRE,95.5,HIGH,api_recherche_entreprises,matched,"score=95.5, n_cands=6, margin=61.0",6,61.0
Commune de Saint Mars du Désert,saint mars du desert,NAME:saint mars du desert,SIREN:214401796,214401796,21440179600088,COMMUNE DE SAINT-MARS-DU-DESERT,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
ADAR44,adar44,NAME:adar44,SIREN:841871932,841871932,84187193200015,ADAR44,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Commune Bagnoles de l'Orne Normandie,commune bagnoles de l orne normandie,NAME:commune bagnoles de l orne normandie,SIREN:200055812,200055812,20005581200016,COMMUNE DE BAGNOLES DE L'ORNE NORMANDIE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=3, margin=45.2",3,45.2
Mairie de Saint-Gilles-Croix-de-Vie,saint gilles croix de vie,NAME:saint gilles croix de vie,SIREN:218502227,218502227,21850222700018,COMMUNE DE SAINT-GILLES-CROIX-DE-VIE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=66.6",2,66.6
Communauté de Communes de Nozay,communes de nozay,NAME:communes de nozay,NAME:communes de nozay,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Université de Rennes 1,rennes 1,NAME:rennes 1,NAME:rennes 1,,,,72.0,MEDIUM,api_recherche_entreprises,matched,score=72.0 (below HIGH threshold or margin too small),1,
Commune d'Ancenis-Saint-Géréon,commune d ancenis saint gereon,NAME:commune d ancenis saint gereon,SIREN:200083228,200083228,20008322800011,COMMUNE DE ANCENIS-SAINT-GEREON,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=37.4",4,37.4
Mairie de Sucé sur Erdre,suce sur erdre,NAME:suce sur erdre,SIREN:214402018,214402018,21440201800011,COMMUNE DE SUCE-SUR-ERDRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Mairie de La Baule-Escoublac,la baule escoublac,NAME:la baule escoublac,SIREN:214400558,214400558,21440055800018,COMMUNE DE LA BAULE-ESCOUBLAC,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
ANGERS LOIRE ECO,angers loire eco,NAME:angers loire eco,SIREN:840423198,840423198,84042319800026,ANGERS LOIRE ECO,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=31.5",4,31.5
EPCC Les Quinconces & L'Espal,epcc les quinconces l espal,NAME:epcc les quinconces l espal,NAME:epcc les quinconces l espal,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Agence de l'eau Loire-Bretagne,agence de l eau loire bretagne,NAME:agence de l eau loire bretagne,SIREN:184503019,184503019,18450301900012,AGENCE DE L'EAU LOIRE-BRETAGNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=47.6",2,47.6
GIP RESAH,gip resah,NAME:gip resah,NAME:gip resah,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Rectorat Division Scus,rectorat division scus,NAME:rectorat division scus,NAME:rectorat division scus,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Commune de VALLONS-DE-L'ERDRE,vallons de l erdre,NAME:vallons de l erdre,SIREN:200078079,200078079,20007807900015,COMMUNE DE VALLONS-DE-L'ERDRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
CONSEIL DEPARTEMENTAL DE LOIRE-ATLANTI,de loire atlanti,NAME:de loire atlanti,NAME:de loire atlanti,,,,63.8,LOW,api_recherche_entreprises,matched,score=63.8 (below MEDIUM threshold),1,
St Gilles Croix de Vie Agglomération,st gilles croix de vie agglomeration,NAME:st gilles croix de vie agglomeration,NAME:st gilles croix de vie agglomeration,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Rectorat de Rennes,rectorat de rennes,NAME:rectorat de rennes,SIREN:173504309,173504309,17350430900019,RECTORAT DE L'ACADEMIE DE RENNES,84.9,HIGH,api_recherche_entreprises,matched,"score=84.9, n_cands=4, margin=27.6",4,27.6
DGAC DSNA,dgac dsna,NAME:dgac dsna,NAME:dgac dsna,,,,30.9,NO_MATCH,api_recherche_entreprises,no_match,score=30.9 (below LOW threshold),1,
Agence Régionale de Santé (ARS),agence regionale de sante ars,NAME:agence regionale de sante ars,SIREN:130008071,130008071,13000807100123,AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES (ARS),79.2,HIGH,api_recherche_entreprises,matched,"score=79.2, n_cands=1, margin=N/A",1,
Théatre Le Quai,theatre le quai,NAME:theatre le quai,SIREN:903807220,903807220,90380722000012,THEATRE LE QUAI,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=21.0",10,21.0
GCSMS PART'AGE 72,gcsms part age 72,NAME:gcsms part age 72,NAME:gcsms part age 72,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
COMMUNE DE MURS ERIGNE,murs erigne,NAME:murs erigne,SIREN:214902231,214902231,21490223100148,COMMUNE DE MURS-ERIGNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
DEPARTEMENT DE VENDEE,vendee,NAME:vendee,SIREN:228500013,228500013,22850001300658,DEPARTEMENT DE VENDEE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=15.4",10,15.4
Ville de Chemillé en Anjou,chemille en anjou,NAME:chemille en anjou,SIREN:200053593,200053593,20005359300014,COMMUNE DE CHEMILLE-EN-ANJOU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
UBS,ubs,NAME:ubs,NAME:ubs,,,,28.0,NO_MATCH,api_recherche_entreprises,no_match,score=28.0 (below LOW threshold),3,-11.6
CC Sud Vendée Littoral,cc sud vendee littoral,NAME:cc sud vendee littoral,SIREN:200073260,200073260,20007326000016,CC SUD VENDEE LITTORAL,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
SPM - DSAF - BCP,spm dsaf bcp,NAME:spm dsaf bcp,NAME:spm dsaf bcp,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SPL EAU DU BASSIN RENNAIS,spl eau du bassin rennais,NAME:spl eau du bassin rennais,SIREN:798203576,798203576,79820357600029,SPL EAU DU BASSIN RENNAIS,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=25.3",4,25.3
Communauté de communes BAUGEOIS VALLEE,communes baugeois vallee,NAME:communes baugeois vallee,NAME:communes baugeois vallee,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
COM DE COMMUNES DE BELLE ILE EN MER,com de communes de belle ile en mer,NAME:com de communes de belle ile en mer,NAME:com de communes de belle ile en mer,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
DEPAFI,depafi,NAME:depafi,NAME:depafi,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
ville de Bouchemaine,bouchemaine,NAME:bouchemaine,SIREN:214900359,214900359,21490035900016,COMMUNE DE BOUCHEMAINE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Commune d'Indre,commune d indre,NAME:commune d indre,SIREN:214400749,214400749,21440074900013,COMMUNE D'INDRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=48.7",2,48.7
Ville de Lagord,lagord,NAME:lagord,SIREN:211702006,211702006,21170200600019,COMMUNE DE LAGORD,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Afac-Agroforesteries,afac agroforesteries,NAME:afac agroforesteries,NAME:afac agroforesteries,,,,55.6,LOW,api_recherche_entreprises,matched,score=55.6 (below MEDIUM threshold),2,-20.2
CENOVIA CITES,cenovia cites,NAME:cenovia cites,SIREN:834692402,834692402,83469240200011,CENOVIA CITES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
SPL GOLFE DU MORBIHAN VANNES TOURISME,spl golfe du morbihan vannes tourisme,NAME:spl golfe du morbihan vannes tourisme,SIREN:789660784,789660784,78966078400024,GOLFE DU MORBIHAN VANNES TOURISME,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=0.0",2,0.0
UNICANCER ACHATS,unicancer achats,NAME:unicancer achats,NAME:unicancer achats,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
TERRITOIRE ENERGIE LOIRE ATLANTIQUE,territoire energie loire atlantique,NAME:territoire energie loire atlantique,SIREN:200014926,200014926,20001492600030,TERRITOIRE D ENERGIE LOIRE ATLANTIQUE (TE44) (TE44),95.5,HIGH,api_recherche_entreprises,matched,"score=95.5, n_cands=1, margin=N/A",1,
UNIVERSITE GUSTAVE EIFFEL,universite gustave eiffel,NAME:universite gustave eiffel,SIREN:130026123,130026123,13002612300013,UNIVERSITE GUSTAVE EIFFEL,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=12.6",10,12.6
GRETA-CFA LOIRE-ATLANTIQUE,greta cfa loire atlantique,NAME:greta cfa loire atlantique,NAME:greta cfa loire atlantique,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Cté Cnes LES PORTES BRIARDES,cte cnes les portes briardes,NAME:cte cnes les portes briardes,NAME:cte cnes les portes briardes,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Mairie de Guérande,guerande,NAME:guerande,SIREN:214400699,214400699,21440069900143,COMMUNE DE GUERANDE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
DSI de Pôle emploi,dsi de pole emploi,NAME:dsi de pole emploi,NAME:dsi de pole emploi,,,,20.7,NO_MATCH,api_recherche_entreprises,no_match,score=20.7 (below LOW threshold),1,
SPL Laval Mayenne Aménagements,spl laval mayenne amenagements,NAME:spl laval mayenne amenagements,SIREN:555650308,555650308,55565030800011,LAVAL MAYENNE AMENAGEMENTS (SEM L.M.A.),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=7, margin=0.0",7,0.0
Pays de Blain Communauté,pays de blain communaute,NAME:pays de blain communaute,SIREN:244400453,244400453,24440045300035,CC PAYS DE BLAIN COMMUNAUTE (CCRB),92.0,HIGH,api_recherche_entreprises,matched,"score=92.0, n_cands=1, margin=N/A",1,
LE PLONGEOIR - CITE DU CIRQUE,le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,,,,73.6,MEDIUM,api_recherche_entreprises,matched,score=73.6 (below HIGH threshold or margin too small),2,58.2
Préfecture 85,prefecture 85,NAME:prefecture 85,NAME:prefecture 85,,,,52.1,NO_MATCH,api_recherche_entreprises,no_match,score=52.1 (below LOW threshold),2,17.3
SONADEV,sonadev,NAME:sonadev,SIREN:804579571,804579571,80457957100022,SONADEV,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=57.0",10,57.0
Ville de Montaigu-Vendée,montaigu vendee,NAME:montaigu vendee,SIREN:200081115,200081115,20008111500012,COMMUNE DE MONTAIGU-VENDEE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Mairie de Clisson,clisson,NAME:clisson,SIREN:214400434,214400434,21440043400012,COMMUNE DE CLISSON,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=23.8",4,23.8
EPMP,epmp,NAME:epmp,SIREN:521005819,521005819,52100581900011,EPMP,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=7, margin=30.5",7,30.5
CARIFOREF,cariforef,NAME:cariforef,NAME:cariforef,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
IRA DE LYON,ira de lyon,NAME:ira de lyon,NAME:ira de lyon,,,,44.0,NO_MATCH,api_recherche_entreprises,no_match,score=44.0 (below LOW threshold),5,-14.5
COMMUNAUTE DE COMMUNES DE L ERNEE,communes de l ernee,NAME:communes de l ernee,SIREN:245300355,245300355,24530035500030,COMMUNAUTE DE COMMUNES DE L'ERNEE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Conseil Départemental de la Mayenne,de la mayenne,NAME:de la mayenne,SIREN:225300011,225300011,22530001100015,DEPARTEMENT DE LA MAYENNE,81.8,HIGH,api_recherche_entreprises,matched,"score=81.8, n_cands=1, margin=N/A",1,
SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,societe publique regionale abbaye de fontevraud,NAME:societe publique regionale abbaye de fontevraud,SIREN:529260903,529260903,52926090300016,SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=54.5",2,54.5
VILLE DE SAINT NAZAIRE,saint nazaire,NAME:saint nazaire,SIREN:214401846,214401846,21440184600016,COMMUNE DE SAINT-NAZAIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Destination Angers,destination angers,SIRET:83095506800044,SIRET:83095506800044,,,,48.9,NO_MATCH,api_recherche_entreprises,skipped_already_siret,score=48.9 (below LOW threshold),3,-1.9
Tribunal administratif de Nantes,tribunal administratif de nantes,SIRET:17440005100010,SIREN:174400051,174400051,17440005100010,TRIBUNAL ADMINISTRATIF DE NANTES (TA),100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=18.6",2,18.6
Conseil départemental Loire Atlantique,loire atlantique,NAME:loire atlantique,SIREN:935367433,935367433,93536743300015,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),93.4,HIGH,api_recherche_entreprises,matched,"score=93.4, n_cands=10, margin=5.4",10,5.4
GIE des EPL des Pays de la Loire,gie des epl des pays de la loire,SIRET:52921080900016,SIREN:529210809,529210809,52921080900016,GIE DES EPL DES PAYS DE LA LOIRE (SOLUTIONS&CO),76.3,HIGH,api_recherche_entreprises,skipped_already_siret,"score=76.3, n_cands=1, margin=N/A",1,
BACKNET SOLUTIONS,backnet solutions,SIRET:48756658000014,SIREN:487566580,487566580,48756658000014,BACKNET SOLUTIONS,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
Société d'aménagement de la Métropole Ouest Atlantique,societe d amenagement de la metropole ouest atlantique,SIRET:17350111500013,SIRET:17350111500013,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Nantes Université,nantes universite,SIRET:17440005100010,SIREN:130029747,130029747,13002974700016,NANTES UNIVERSITE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=34.1",2,34.1
Tribunal Administratif de Nantes,tribunal administratif de nantes,SIRET:17440005100010,SIREN:174400051,174400051,17440005100010,TRIBUNAL ADMINISTRATIF DE NANTES (TA),100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=18.6",2,18.6
Le Mans Métropole,le mans metropole,NAME:le mans metropole,NAME:le mans metropole,,,,67.6,LOW,api_recherche_entreprises,matched,score=67.6 (below MEDIUM threshold),10,-16.1
Syndicat Départemental d'Energie et d'Equipement de la Vendée (85),syndicat departemental d energie et d equipement de la vendee 85,SIRET:20004248900019,SIRET:20004248900019,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Vendée Eau (85),vendee eau 85,SIRET:25850022200033,SIREN:258500222,258500222,25850022200033,VENDEE EAU,92.3,HIGH,api_recherche_entreprises,skipped_already_siret,"score=92.3, n_cands=1, margin=N/A",1,
LPO Touchard Washington,lpo touchard washington,NAME:lpo touchard washington,NAME:lpo touchard washington,,,,52.7,NO_MATCH,api_recherche_entreprises,no_match,score=52.7 (below LOW threshold),1,
Syndicat Mixte e-Collectivités Vendée,syndicat mixte e collectivites vendee,SIRET:20004311500019,SIRET:20004311500019,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Communauté de communes du Pays Sabolien,communes du pays sabolien,NAME:communes du pays sabolien,SIREN:247200090,247200090,24720009000014,COMMUNAUTE DE COMMUNES DU PAYS SABOLIEN,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
GIE SESAM VITALE,gie sesam vitale,SIRET:39172288100052,SIREN:391722881,391722881,39172288100052,GIE SESAM VITALE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
GIE SESAM-Vitale,gie sesam vitale,SIRET:17440005100010,SIREN:391722881,391722881,39172288100052,GIE SESAM VITALE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
SDIS44,sdis44,SIRET:17350111500864,SIRET:17350111500864,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Commune Mauges sur Loire,commune mauges sur loire,SIRET:20005433600017,SIREN:200054336,200054336,20005433600017,COMMUNE DE MAUGES-SUR-LOIRE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=10, margin=64.7",10,64.7
Ville de La Baule Escoublac,la baule escoublac,NAME:la baule escoublac,SIREN:214400558,214400558,21440055800018,COMMUNE DE LA BAULE-ESCOUBLAC,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Pays de Saint Gilles Croix de Vie Agglomération (85),pays de saint gilles croix de vie agglomeration 85,SIRET:20002377800018,SIRET:20002377800018,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
MAIRIE DE REZE,reze,NAME:reze,SIREN:214401432,214401432,21440143200015,COMMUNE DE REZE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
BATIMENT CFA NORMANDIE,batiment cfa normandie,SIRET:77811608700157,SIREN:778116087,778116087,77811608700157,BATIMENT CFA NORMANDIE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
"Terres de Montaigu, Communauté d'Agglomération (85)",terres de montaigu communaute d agglomeration 85,SIRET:20007023300016,SIRET:20007023300016,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Université de Rennes,rennes,SIRET:13003051300019,SIRET:13003051300019,,,,73.4,MEDIUM,api_recherche_entreprises,skipped_already_siret,score=73.4 (below HIGH threshold or margin too small),3,-26.6
Ville d'Angers Loire Metropole (49),ville d angers loire metropole 49,SIRET:24490001500011,SIRET:24490001500011,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
ARS Pays de la Loire,ars pays de la loire,SIRET:47806779600084,SIRET:47806779600084,,,,62.9,LOW,api_recherche_entreprises,skipped_already_siret,score=62.9 (below MEDIUM threshold),2,32.9
SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE MAINE ET LOIRE,service departemental d incendie et de secours de maine et loire,SIRET:17440051000010,SIREN:104225453,104225453,10422545300018,AMICALE  DU PERSONNEL DE LA DIRECTION DEPARTEMENTALE DES SERVICES D'INCENDIE ET DE SECOURS DE MAINE-ET-LOIRE,82.3,HIGH,api_recherche_entreprises,skipped_already_siret,"score=82.3, n_cands=1, margin=N/A",1,
CH DU MANS,du mans,SIRET:26720016000013,SIRET:26720016000013,,,,37.3,NO_MATCH,api_recherche_entreprises,skipped_already_siret,score=37.3 (below LOW threshold),10,-4.2
Le Plongeoir - Cité du Cirque,le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,NAME:le plongeoir cite du cirque,,,,73.6,MEDIUM,api_recherche_entreprises,matched,score=73.6 (below HIGH threshold or margin too small),2,58.2
Ville des Sables d’Olonne,ville des sables d olonne,SIRET:20008213900011,SIRET:20008213900011,,,,64.7,LOW,api_recherche_entreprises,skipped_already_siret,score=64.7 (below MEDIUM threshold),10,-2.5
Chambre de Commerce et d'Industrie Région Pays de la Loire,chambre de commerce et d industrie region pays de la loire,SIRET:18440128900022,SIRET:18440128900022,,,,59.7,LOW,api_recherche_entreprises,skipped_already_siret,score=59.7 (below MEDIUM threshold),1,
CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE,chambre de commerce d industrie de maine loire,SIRET:13000460900017,SIREN:130004609,130004609,13000460900017,CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE (CCI),100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=7, margin=65.4",7,65.4
Plateforme régionale des achats (PFRA) des Pays de la Loire,plateforme regionale des achats pfra des pays de la loire,SIRET:11000201100044,SIRET:11000201100044,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Les Sables d'Olonne Agglomération,les sables d olonne agglomeration,SIRET:20007116500167,SIREN:200071165,200071165,20007116500167,CA LES SABLES D'OLONNE AGGLOMERATION,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=7, margin=34.6",7,34.6
NANTES UNIVERSITE,nantes universite,SIRET:13002974700016,SIREN:130029747,130029747,13002974700016,NANTES UNIVERSITE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=34.1",2,34.1
Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale des routes ouest dir ouest,SIRET:17350005900014,SIREN:130001704,130001704,13000170400589,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
GROUPEMENT TRANSAMO - CENOVIA,groupement transamo cenovia,NAME:groupement transamo cenovia,NAME:groupement transamo cenovia,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,angers etablissement support du groupement hospitalier de territoire de maine et loire,NAME:angers etablissement support du groupement hospitalier de territoire de maine et loire,NAME:angers etablissement support du groupement hospitalier de territoire de maine et loire,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Département des Côtes d'Armor,departement des cotes d armor,SIRET:22220001600327,SIREN:222200016,222200016,22220001600327,DEPARTEMENT DES COTES D'ARMOR,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=1, margin=N/A",1,
Tribunal administratif de Paris,tribunal administratif de paris,SIRET:17750005500013,SIREN:177500055,177500055,17750005500013,TRIBUNAL ADMINISTRATIF DE PARIS (TA),100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=3, margin=50.0",3,50.0
Cholet Agglomération,cholet agglomeration,SIRET:20007167800011,SIREN:200071678,200071678,20007167800011,CA CHOLET AGGLOMERATION,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=3, margin=54.8",3,54.8
Grand Port Maritime de Nantes Saint-Nazaire,grand port maritime de nantes saint nazaire,SIRET:77560485300041,SIREN:775604853,775604853,77560485300041,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=59.3",2,59.3
SMIDAP,smidap,SIRET:25440139100027,SIRET:25440139100027,,,,27.7,NO_MATCH,api_recherche_entreprises,skipped_already_siret,score=27.7 (below LOW threshold),1,
"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",rectorat de la region academique grand est rectorat de l academie de nancy metz,SIRET:13002953100055,SIRET:13002953100055,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Nantes metropole,nantes metropole,SIRET:24440040400129,SIRET:24440040400129,,,,84.2,MEDIUM,api_recherche_entreprises,skipped_already_siret,score=84.2 (below HIGH threshold or margin too small),10,-1.8
Ville de LE POULIGUEN,le pouliguen,NAME:le pouliguen,SIREN:214401358,214401358,21440135800095,COMMUNE DU POULIGUEN,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
GCS BIOLOGIE 85,gcs biologie 85,SIRET:13002103300019,SIRET:13002103300019,,,,55.6,LOW,api_recherche_entreprises,skipped_already_siret,score=55.6 (below MEDIUM threshold),1,
Mairie de Saint-Herblain,saint herblain,SIRET:21440162200011,SIREN:214401622,214401622,21440162200011,COMMUNE DE SAINT-HERBLAIN,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=2, margin=40.2",2,40.2
Ville de NANTES,nantes,SIRET:21440109300015,SIREN:214401093,214401093,21440109300015,COMMUNE DE NANTES,100.0,HIGH,api_recherche_entreprises,skipped_already_siret,"score=100.0, n_cands=8, margin=27.0",8,27.0
Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,centre de gestion de la fonction publique territoriale de loire atlantique,SIRET:28440002500011,SIRET:28440002500011,,,,,NO_MATCH,api_recherche_entreprises,skipped_already_siret,no API candidates returned,0,
Ministère de la justice - SG/2S2M/SDIT,ministere de la justice sg 2s2m sdit,NAME:ministere de la justice sg 2s2m sdit,NAME:ministere de la justice sg 2s2m sdit,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Territoire d'énergie Loire-Atlantique,territoire d energie loire atlantique,NAME:territoire d energie loire atlantique,SIREN:200014926,200014926,20001492600030,TERRITOIRE D ENERGIE LOIRE ATLANTIQUE (TE44) (TE44),95.5,HIGH,api_recherche_entreprises,matched,"score=95.5, n_cands=1, margin=N/A",1,
GIE LOIRE OCEAN,gie loire ocean,SIRET:53961650800021,SIRET:53961650800021,,,,63.0,LOW,api_recherche_entreprises,skipped_already_siret,score=63.0 (below MEDIUM threshold),10,-18.3
