src_idweb,src_buyer_key,src_cpv,src_contract_start,src_duration_months,src_objet,cand_idweb,cand_contract_start,cand_cpv,cand_objet,gap_months,buyer_match_score,cpv_match_score,cpv_used_in_score,text_similarity_score,temporal_proximity_score,composite_score
19-54309,SIREN:935367433,32412100.0,2020-06-22,48.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",24-34134,2024-03-23,71336000.0,RD 723 - VR2+ - Assistance à la maîtrise d'ouvrage pour la mise en place de la gestion dynamique des vitesses,45.01,1.0,0.0,True,0.2569,0.5011,0.353
19-54309,SIREN:935367433,32412100.0,2020-06-22,48.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",24-65111,2024-06-06,72611000.0,Prestations d'assistance à l'adaptation et l'évolution du logiciel de gestion des ressources humaines HR ACCESS,47.47,1.0,0.0,True,0.4184,0.9117,0.4997
19-54309,SIREN:935367433,32412100.0,2020-06-22,48.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",24-104541,2024-09-15,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",50.79,1.0,0.0,True,0.6227,0.5353,0.5062
19-54309,SIREN:935367433,32412100.0,2020-06-22,48.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",24-107602,2024-09-24,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",51.08,1.0,0.0,True,0.6227,0.486,0.4963
19-54309,SIREN:935367433,32412100.0,2020-06-22,48.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",24-117088,2024-10-16,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",51.81,1.0,0.0,True,0.6227,0.3655,0.4722
19-81470,SIREN:935367433,32323500.0,2019-05-24,12.0,Marché d'intégration et d'évolution du système de vidéo-surveillance,20-9474,2020-01-21,35261000.0,Signalétique événementielle,7.95,1.0,0.0,True,0.3477,0.325,0.3541
19-81470,SIREN:935367433,32323500.0,2019-05-24,12.0,Marché d'intégration et d'évolution du système de vidéo-surveillance,20-68352,2020-05-28,72611000.0,Accompagnement au déploiement du socle Publik et des e-services associés,12.16,1.0,0.0,True,0.3317,0.9742,0.4775
19-81470,SIREN:935367433,32323500.0,2019-05-24,12.0,Marché d'intégration et d'évolution du système de vidéo-surveillance,20-107502,2020-09-04,72253000.0,mise en place d'une concession de service public relative à l'exploitation du service de télé-assistance,15.41,1.0,0.0,True,0.3639,0.4321,0.382
19-111839,SIREN:935367433,64210000.0,2019-07-20,12.0,Services de téléphonie faible trafic et secours,20-9474,2020-01-21,35261000.0,Signalétique événementielle,6.08,1.0,0.0,True,0.2771,0.0129,0.2634
19-111839,SIREN:935367433,64210000.0,2019-07-20,12.0,Services de téléphonie faible trafic et secours,20-68352,2020-05-28,72611000.0,Accompagnement au déploiement du socle Publik et des e-services associés,10.28,1.0,0.0,True,0.5625,0.7138,0.5177
19-111839,SIREN:935367433,64210000.0,2019-07-20,12.0,Services de téléphonie faible trafic et secours,19-54309,2020-06-22,32412100.0,"Délégation de service public pour la conception, le financement, l'établissement et l'exploitation du réseau de communications électroniques à très haut débit de la Loire-Atlantique",11.1,1.0,0.0,True,0.4304,0.8506,0.4923
19-111839,SIREN:935367433,64210000.0,2019-07-20,12.0,Services de téléphonie faible trafic et secours,20-107502,2020-09-04,72253000.0,mise en place d'une concession de service public relative à l'exploitation du service de télé-assistance,13.53,1.0,0.0,True,0.729,0.7442,0.5904
19-111839,SIREN:935367433,64210000.0,2019-07-20,12.0,Services de téléphonie faible trafic et secours,20-35774,2020-10-26,72600000.0,Prestations d'assistance technique et support numérique pour les collèges de Loire-Atlantique,15.24,1.0,0.0,True,0.3868,0.4595,0.3966
20-35774,SIREN:935367433,72600000.0,2020-10-26,12.0,Prestations d'assistance technique et support numérique pour les collèges de Loire-Atlantique,21-69124,2021-05-23,35113400.0,"Acquisition de masques chirurgicaux, de protection respiratoire (FFP2) et de protection à usage non sanitaire de première catégorie (UNS1) pour le Département de Loire-Atlantique",6.87,1.0,0.0,True,0.2237,0.1443,0.2684
20-35774,SIREN:935367433,72600000.0,2020-10-26,12.0,Prestations d'assistance technique et support numérique pour les collèges de Loire-Atlantique,21-77546,2021-06-10,72611000.0,Prestations d'assistance et d'expertise autour des composants d'infrastructure de niveau 2 et 3 pour le Département et les collèges de Loire-Atlantique,7.46,1.0,0.4,True,0.8413,0.2429,0.6351
20-35774,SIREN:935367433,72600000.0,2020-10-26,12.0,Prestations d'assistance technique et support numérique pour les collèges de Loire-Atlantique,21-78393,2021-06-11,72514100.0,"Prestations de fourniture, installation et maintenance des équipements des réseaux informatique et téléphonique pour le Département de Loire-Atlantique (centrale d'achat)",7.49,1.0,0.2,True,0.5724,0.2484,0.4786
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,20-117677,2021-01-19,30230000.0,"Matériels informatiques, serveurs, logiciels et services associés, pour les collèges, les services départementaux et les structures associées du Département de Loire-Atlantique (centrale dachat)",7.75,1.0,0.0,True,0.5964,0.2922,0.447
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,20-114714,2021-02-01,72611000.0,Assistance à l'adaptation du logiciel de gestion des ressources humaines HR ACCESS,8.18,1.0,1.0,True,0.6431,0.3633,0.7299
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-35939,2021-03-19,72514100.0,"Hébergement d'une salle informatique pour le Département de Loire-Atlantique, et prestations associées",9.69,1.0,0.2,True,0.5808,0.6152,0.5554
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-36205,2021-03-20,72000000.0,"Prestations d'animation, d'accompagnement et de conseil pour le laboratoire des usages numériques",9.72,1.0,0.2,True,0.2805,0.6207,0.4363
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-51620,2021-04-18,72500000.0,Hébergement et support du socle Publik,10.68,1.0,0.2,True,0.7274,0.7795,0.6469
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-53968,2021-04-24,72000000.0,"Prestations de conception, de production et de maintenance de dispositifs de médiation pédagogique et numérique pour le laboratoire des usages numériques",10.87,1.0,0.2,True,0.2971,0.8123,0.4813
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-69124,2021-05-23,35113400.0,"Acquisition de masques chirurgicaux, de protection respiratoire (FFP2) et de protection à usage non sanitaire de première catégorie (UNS1) pour le Département de Loire-Atlantique",11.83,1.0,0.0,True,0.2162,0.9711,0.4307
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-77546,2021-06-10,72611000.0,Prestations d'assistance et d'expertise autour des composants d'infrastructure de niveau 2 et 3 pour le Département et les collèges de Loire-Atlantique,12.42,1.0,1.0,True,0.634,0.9304,0.8397
20-68352,SIREN:935367433,72611000.0,2020-05-28,12.0,Accompagnement au déploiement du socle Publik et des e-services associés,21-78393,2021-06-11,72514100.0,"Prestations de fourniture, installation et maintenance des équipements des réseaux informatique et téléphonique pour le Département de Loire-Atlantique (centrale d'achat)",12.45,1.0,0.2,True,0.5126,0.9249,0.59
24-20387,SIREN:935367433,71336000.0,2024-02-20,4.0,RD 723 - VR2+ - Assistance à la maîtrise d'ouvrage pour la mise en place de la gestion dynamique des vitesses,24-104541,2024-09-15,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",6.83,1.0,0.0,True,0.2513,0.5278,0.3561
24-20387,SIREN:935367433,71336000.0,2024-02-20,4.0,RD 723 - VR2+ - Assistance à la maîtrise d'ouvrage pour la mise en place de la gestion dynamique des vitesses,24-107602,2024-09-24,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",7.13,1.0,0.0,True,0.2513,0.4785,0.3462
24-20387,SIREN:935367433,71336000.0,2024-02-20,4.0,RD 723 - VR2+ - Assistance à la maîtrise d'ouvrage pour la mise en place de la gestion dynamique des vitesses,24-117088,2024-10-16,48422000.0,"Acquisition de logiciels d'infrastructures techniques ou bureautiques et services associés, pour le Département de Loire-Atlantique, les structures associées et les collèges du Département de Loire-At",7.85,1.0,0.0,True,0.2513,0.3581,0.3222
17-39457,SIREN:130001704,72267000.0,2017-03-23,12.0,16-DIR-UDI-10,17-136551,2017-09-30,72267000.0,16-DIR-UDI-05,6.27,1.0,1.0,True,0.8789,0.0458,0.7607
17-39457,SIREN:130001704,72267000.0,2017-03-23,12.0,16-DIR-UDI-10,18-87219,2018-06-24,72267000.0,18-DIR-UDI-03,15.05,1.0,1.0,True,0.8236,0.4923,0.8279
17-136551,SIREN:130001704,72267000.0,2017-09-30,48.0,16-DIR-UDI-05,21-53955,2021-04-24,72224000.0,"Prestations de maîtrise d'oeuvre, de conseil et d'étude en informatique",42.77,1.0,0.4,True,0.2885,0.1288,0.3911
17-47703,NAME:semitan,72600000.0,2017-04-07,24.0,accord cadre de prestations de service dans le cadre de projets informatiques,18-153265,2019-05-17,48900000.0,Covoiturage urbain associé à Libertan,25.3,1.0,0.0,True,0.3208,0.7841,0.4351
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,21-88699,2022-02-16,72000000.0,Mise en place d'un ERP Finance,19.84,1.0,0.2,True,0.3605,0.3071,0.4056
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,22-112462,2022-08-17,72222300.0,Management de Transition du Service Systèmes et Réseaux,25.82,1.0,0.2,True,0.5019,0.6965,0.5401
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,22-66848,2022-10-04,72514300.0,Location et maintenance de systèmes d'impression,27.4,1.0,0.2,True,0.377,0.4336,0.4375
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,22-74356,2022-10-05,72600000.0,Location de licences Microsoft Office 365 ou équivalent et support d'assistance et d'expertise,27.43,1.0,0.4,True,0.5218,0.4282,0.5443
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,22-104764,2022-12-05,72212900.0,Accord-cadre relatif à de la tierce maintenance applicative (TMA) sur l'application mobile TAN,29.43,1.0,0.2,True,0.3924,0.0942,0.3758
19-174412,NAME:semitan,72610000.0,2020-06-22,24.0,Mise en place d'un service DESK (assistance informatique) pour la DSI,22-115287,2022-12-21,48822000.0,"Renouvellements des infrastructures Serveurs, Stockage & Sauvegarde",29.96,1.0,0.0,True,0.4912,0.0066,0.3478
21-86348,NAME:semitan,72000000.0,2021-11-29,24.0,Accord-cadre de prestations pour la Direction des Systèmes d'Information (10 lots),23-74379,2023-06-03,72212900.0,"Gestion des formations, entretiens et E-Learning",18.1,1.0,0.2,True,0.4721,0.0169,0.3922
21-86348,NAME:semitan,72000000.0,2021-11-29,24.0,Accord-cadre de prestations pour la Direction des Systèmes d'Information (10 lots),23-149641,2023-10-24,48218000.0,"Renouvellement des infrastructures serveurs, stockage & sauvegarde - 3 lots",22.8,1.0,0.0,True,0.3844,0.7998,0.4637
21-86348,NAME:semitan,72000000.0,2021-11-29,24.0,Accord-cadre de prestations pour la Direction des Systèmes d'Information (10 lots),23-48532,2023-12-12,72212900.0,"Conception, développement, hébergement et maintenance d'une solution numérique d'information et de vente multimodale",24.41,1.0,0.2,True,0.5602,0.9319,0.6105
21-86348,NAME:semitan,72000000.0,2021-11-29,24.0,Accord-cadre de prestations pour la Direction des Systèmes d'Information (10 lots),24-52925,2024-05-05,71300000.0,"Accord-cadre de prestations intellectuelles de mise à disposition de ressources, études et assistance technique - 2 lots",29.17,1.0,0.0,True,0.6722,0.138,0.4465
21-88699,NAME:semitan,72000000.0,2022-02-16,36.0,Mise en place d'un ERP Finance,24-102022,2024-09-08,72246000.0,Accord-cadre de Mission d'Assistance à Maîtrise d'Ouvrage des projets SI Finance,30.72,1.0,0.2,True,0.4697,0.1194,0.4118
22-112462,NAME:semitan,72222300.0,2022-08-17,3.0,Management de Transition du Service Systèmes et Réseaux,22-141031,2023-04-05,72610000.0,Accord-cadre de prestations pour l'assistance informatique,7.59,1.0,0.2,True,0.5047,0.2352,0.4489
17-106453,SIREN:214401580,,2017-07-24,48.0,"Aménagement d'un parc urbain ex lot 1 - réseaux, terrassements",21-39936,2021-06-24,32323500.0,"Fourniture, mise en oeuvre et maintenance d'un système de vidéo protection urbaine",47.01,1.0,,False,0.258,0.8351,0.5603
17-106845,SIREN:214900201,45212200.0,2017-07-28,14.0,construction d'une halle de sport sur le site de la haye à beaucouzé,19-21081,2019-03-27,32412000.0,fourniture et maintenance d'un service antenne et internet sur la commune de beaucouzé,19.94,1.0,0.0,True,0.2572,0.0099,0.2549
17-117075,NAME:syndicat mixte pour le dvlpt numerique,72700000.0,2017-08-17,48.0,Fourniture d'accès réseau sécurisés et d'une infrastructure as a Service (IaaS),21-133433,2021-10-05,72700000.0,Fourniture d'accès réseau sécuriséset d'une Infrastructure as a Service (IaaS),49.61,1.0,1.0,True,0.9791,0.7324,0.9381
17-123595,SIREN:244400404,44482200.0,2018-01-18,12.0,fourniture de pièces de réseau pour les opérateurs publics de l'eau et de l'assainissement,18-146989,2018-10-22,48000000.0,acquisition d'une solution de gestion des données d'autosurveillance assainissement et milieux aquatiques,9.1,1.0,0.0,True,0.6444,0.5166,0.5111
17-123595,SIREN:244400404,44482200.0,2018-01-18,12.0,fourniture de pièces de réseau pour les opérateurs publics de l'eau et de l'assainissement,19-103833,2019-07-05,48000000.0,acquisition et maintenance d'une solution logicielle sig de gestion des données eau potable et assainissement,17.51,1.0,0.0,True,0.7383,0.0817,0.4617
17-133782,SIREN:214401325,72500000.0,2017-09-22,12.0,INFOGERANCE DU PARC INFORMATIQUE DE LA VILLE DE PORNICHET,18-146310,2018-10-18,45110000.0,TRANSFORMATION DE DEUX SALLES DE CLASSES EN SALLE D'EXPOSITION,12.84,1.0,0.0,True,0.3484,0.8592,0.4612
17-152746,NAME:ctre hosp universitaire angers,48000000.0,2017-12-08,48.0,"FOURNITURE DE LICENCES, MAINTENANCE ET PRESTATIONS POUR LES LOGICIELS LANDESK POUR LE CHU D'ANGERS",21-156783,2021-11-26,72000000.0,Acquisition d'un logiciel de diffusion d'informations en temps réel sur les postes informatiques des utilisateurs du système d'information;,47.6,1.0,0.0,True,0.3826,0.9336,0.4898
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,18-180161,2019-03-08,32360000.0,"Fourniture d'accessoires, pièces détachées et prestations de maintenance pour les installations d'appels malades des établissements du GHT 49",7.85,1.0,0.0,True,0.6898,0.3086,0.4876
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-37169,2019-05-01,32360000.0,"Fourniture d'accessoires, pièces détachées et prestations de maintenance pour les installations d'appels malades des établissements du GHT 49 - 2",9.63,1.0,0.0,True,0.6788,0.6042,0.5424
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-78493,2019-05-20,32442000.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",10.25,1.0,0.0,True,0.3797,0.7083,0.4435
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-117328,2019-07-26,72000000.0,MISE EN OEUVRE D'UN SYSTEME D'INFORMATION QUALITE POUR LE GHT 49,12.45,1.0,0.0,True,0.58,0.9249,0.567
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-15670,2019-07-30,72000000.0,La location en mode SaaS (logiciel en tant que service) d'un logiciel de gestion des plannings médicaux ainsi que toutes les prestations nécessaires à sa mise en oeuvre et à sa maintenance.,12.58,1.0,0.0,True,0.2918,0.903,0.4473
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-125270,2019-08-14,72000000.0,La mise en oeuvre d'un outil informatique permettant d'accompagner le déploiement du projet de plateforme vigilans en pays de la loire.,13.07,1.0,0.0,True,0.2953,0.8208,0.4323
18-96170,NAME:ctre hosp universitaire angers,45400000.0,2018-07-12,12.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,19-145845,2019-09-26,72000000.0,La création et l'hébergement de la nouvelle version du site Internet du GCS HUGO et du GIRCI GO.,14.49,1.0,0.0,True,0.3161,0.5854,0.3935
18-170789,NAME:ctre hosp universitaire angers,32323500.0,2019-04-19,48.0,"La fourniture, les prestations et le paramétrage d'un nouveau système de Vidéo protection pour le CHU d'Angers",23-22379,2023-04-21,32360000.0,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",48.06,1.0,0.4,True,0.3129,0.9897,0.5731
18-170789,NAME:ctre hosp universitaire angers,32323500.0,2019-04-19,48.0,"La fourniture, les prestations et le paramétrage d'un nouveau système de Vidéo protection pour le CHU d'Angers",23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",48.55,1.0,0.0,True,0.2405,0.9076,0.4277
18-170789,NAME:ctre hosp universitaire angers,32323500.0,2019-04-19,48.0,"La fourniture, les prestations et le paramétrage d'un nouveau système de Vidéo protection pour le CHU d'Angers",23-96123,2023-07-09,35113400.0,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,50.66,1.0,0.0,True,0.3134,0.5572,0.3868
18-180161,NAME:ctre hosp universitaire angers,32360000.0,2019-03-08,12.0,"Fourniture d'accessoires, pièces détachées et prestations de maintenance pour les installations d'appels malades des établissements du GHT 49",19-145845,2019-09-26,72000000.0,La création et l'hébergement de la nouvelle version du site Internet du GCS HUGO et du GIRCI GO.,6.64,1.0,0.0,True,0.2831,0.106,0.2844
18-180161,NAME:ctre hosp universitaire angers,32360000.0,2019-03-08,12.0,"Fourniture d'accessoires, pièces détachées et prestations de maintenance pour les installations d'appels malades des établissements du GHT 49",20-6008,2020-06-09,50413200.0,"PRESTATIONS DE MAINTENANCE PREVENTIVE, CORRECTIVE ET FOURNITURE DE PIECES DETACHEES POUR LES EXTINCTEURS, ARI, RIA, COLONNES SECHES ET POTEAUX INCENDIE DES ETABLISSEMENTS DU GHT 49",15.08,1.0,0.0,True,0.574,0.4869,0.477
19-15670,NAME:ctre hosp universitaire angers,72000000.0,2019-07-30,48.0,La location en mode SaaS (logiciel en tant que service) d'un logiciel de gestion des plannings médicaux ainsi que toutes les prestations nécessaires à sa mise en oeuvre et à sa maintenance.,23-22379,2023-04-21,32360000.0,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",44.71,1.0,0.0,True,0.5486,0.4518,0.4598
19-15670,NAME:ctre hosp universitaire angers,72000000.0,2019-07-30,48.0,La location en mode SaaS (logiciel en tant que service) d'un logiciel de gestion des plannings médicaux ainsi que toutes les prestations nécessaires à sa mise en oeuvre et à sa maintenance.,23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",45.2,1.0,0.2,True,0.4194,0.5339,0.4745
19-15670,NAME:ctre hosp universitaire angers,72000000.0,2019-07-30,48.0,La location en mode SaaS (logiciel en tant que service) d'un logiciel de gestion des plannings médicaux ainsi que toutes les prestations nécessaires à sa mise en oeuvre et à sa maintenance.,23-96123,2023-07-09,35113400.0,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,47.31,1.0,0.0,True,0.2575,0.8844,0.4299
19-15670,NAME:ctre hosp universitaire angers,72000000.0,2019-07-30,48.0,La location en mode SaaS (logiciel en tant que service) d'un logiciel de gestion des plannings médicaux ainsi que toutes les prestations nécessaires à sa mise en oeuvre et à sa maintenance.,23-52464,2023-08-04,50413200.0,"Prestations de maintenance préventive, corrective et fourniture de pièces détachées pour les extincteurs, RIA, colonnes sèches et poteaux incendie des établissements du GHT 49",48.16,1.0,0.0,True,0.2243,0.9733,0.4344
19-37169,NAME:ctre hosp universitaire angers,32360000.0,2019-05-01,12.0,"Fourniture d'accessoires, pièces détachées et prestations de maintenance pour les installations d'appels malades des établissements du GHT 49 - 2",20-6008,2020-06-09,50413200.0,"PRESTATIONS DE MAINTENANCE PREVENTIVE, CORRECTIVE ET FOURNITURE DE PIECES DETACHEES POUR LES EXTINCTEURS, ARI, RIA, COLONNES SECHES ET POTEAUX INCENDIE DES ETABLISSEMENTS DU GHT 49",13.3,1.0,0.0,True,0.5695,0.7825,0.5343
19-43213,NAME:ctre hosp universitaire angers,72500000.0,2019-03-20,48.0,L'assistance à maîtrise d'ouvrage en vue de l'acquisition d'un DPI (Dossier patient informatisé) de territoire.,23-22379,2023-04-21,32360000.0,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",49.05,1.0,0.0,True,0.474,0.8254,0.5047
19-43213,NAME:ctre hosp universitaire angers,72500000.0,2019-03-20,48.0,L'assistance à maîtrise d'ouvrage en vue de l'acquisition d'un DPI (Dossier patient informatisé) de territoire.,23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",49.54,1.0,0.2,True,0.2338,0.7433,0.4422
19-43213,NAME:ctre hosp universitaire angers,72500000.0,2019-03-20,48.0,L'assistance à maîtrise d'ouvrage en vue de l'acquisition d'un DPI (Dossier patient informatisé) de territoire.,23-96123,2023-07-09,35113400.0,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,51.64,1.0,0.0,True,0.2683,0.3929,0.3359
19-66602,NAME:ctre hosp universitaire angers,48200000.0,2019-04-26,48.0,La mise en service au Centre Hospitalier Universitaire d'ANGERS d'une solution permettant d'interpréter les séquences de génomes du VIH,23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",48.32,1.0,0.0,True,0.2681,0.9459,0.4464
19-78493,NAME:ctre hosp universitaire angers,32442000.0,2019-05-20,48.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",22-99915,2023-01-01,45400000.0,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,43.43,1.0,0.0,True,0.3797,0.2383,0.3495
19-78493,NAME:ctre hosp universitaire angers,32442000.0,2019-05-20,48.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",23-22379,2023-04-21,32360000.0,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",47.04,1.0,0.2,True,0.4883,0.8406,0.5634
19-78493,NAME:ctre hosp universitaire angers,32442000.0,2019-05-20,48.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",47.54,1.0,0.0,True,0.3215,0.9227,0.4632
19-78493,NAME:ctre hosp universitaire angers,32442000.0,2019-05-20,48.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",23-96123,2023-07-09,35113400.0,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,49.64,1.0,0.0,True,0.479,0.7269,0.487
19-78493,NAME:ctre hosp universitaire angers,32442000.0,2019-05-20,48.0,"Achats, maintenance et prestation des équipements TPE GPRS sans contact.",23-52464,2023-08-04,50413200.0,"Prestations de maintenance préventive, corrective et fourniture de pièces détachées pour les extincteurs, RIA, colonnes sèches et poteaux incendie des établissements du GHT 49",50.49,1.0,0.0,True,0.3749,0.5845,0.4169
19-117328,NAME:ctre hosp universitaire angers,72000000.0,2019-07-26,48.0,MISE EN OEUVRE D'UN SYSTEME D'INFORMATION QUALITE POUR LE GHT 49,23-22379,2023-04-21,32360000.0,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",44.84,1.0,0.0,True,0.399,0.4737,0.4043
19-117328,NAME:ctre hosp universitaire angers,72000000.0,2019-07-26,48.0,MISE EN OEUVRE D'UN SYSTEME D'INFORMATION QUALITE POUR LE GHT 49,23-61217,2023-05-06,72413000.0,"Accord-cadre conception, développement, maintenance de sites WEB, Intranet et plan interactif GHT49",45.34,1.0,0.2,True,0.5185,0.5558,0.5186
19-117328,NAME:ctre hosp universitaire angers,72000000.0,2019-07-26,48.0,MISE EN OEUVRE D'UN SYSTEME D'INFORMATION QUALITE POUR LE GHT 49,23-96123,2023-07-09,35113400.0,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,47.44,1.0,0.0,True,0.5747,0.9063,0.5611
19-117328,NAME:ctre hosp universitaire angers,72000000.0,2019-07-26,48.0,MISE EN OEUVRE D'UN SYSTEME D'INFORMATION QUALITE POUR LE GHT 49,23-52464,2023-08-04,50413200.0,"Prestations de maintenance préventive, corrective et fourniture de pièces détachées pour les extincteurs, RIA, colonnes sèches et poteaux incendie des établissements du GHT 49",48.29,1.0,0.0,True,0.3986,0.9514,0.4997
