contract_id,renewal_contract_id,event,composite_score,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,text_similarity,cpv_match_score,temporal_score,declared_duration_months,observed_duration_months
BOAMP:19-144868,,0,,,,,0,False,False,,,,24.0,63.17
BOAMP:19-146419,BOAMP:24-18790,1,0.5383,0.5383,0.5076,0.03069999999999995,4,False,False,0.4868,0.0,0.9678,48.0,48.19
BOAMP:19-147943,BOAMP:22-8616,1,0.5445,0.5445,0.5105,0.03400000000000003,11,False,False,0.4254,0.2,0.8717,24.0,24.77
BOAMP:19-147530,,0,,,,,0,False,False,,,,48.0,62.16
BOAMP:19-150722,,0,,,,,0,False,False,,,,48.0,62.91
BOAMP:19-150176,,0,,,,,0,False,False,,,,48.0,60.15
BOAMP:19-151799,,0,,,,,0,False,False,,,,48.0,62.81
BOAMP:19-152227,BOAMP:24-67001,1,0.4441,0.4441,0.3463,0.0978,3,False,False,0.2492,0.0,0.972,48.0,47.83
BOAMP:19-153997,BOAMP:24-33909,1,0.3825,0.3825,0.3152,0.06730000000000003,2,False,False,0.53,0.0,0.1027,48.0,53.38
BOAMP:19-154710,,0,,,,,0,False,False,,,,24.0,62.68
BOAMP:19-155590,,0,,,,,0,False,False,,,,48.0,60.38
BOAMP:19-156899,BOAMP:23-176813,1,0.4351,0.4351,0.4085,0.026600000000000013,7,False,False,0.3035,0.0,0.8187,48.0,46.91
BOAMP:19-157359,BOAMP:20-109382,1,0.5164,0.5164,0.3571,0.1593,2,False,False,0.4769,0.0,0.878,12.0,11.27
BOAMP:19-156761,,0,,,,,0,False,False,,,,24.0,57.16
BOAMP:19-159241,,0,,,,,0,False,False,,,,12.0,62.39
BOAMP:19-160018,,0,,,,,0,False,False,,,,1.0,62.35
BOAMP:19-160471,BOAMP:23-169082,1,0.5598,0.5598,0.4679,0.09189999999999998,5,False,False,0.5486,0.4,0.4518,48.0,44.71
BOAMP:19-160506,BOAMP:22-163765,1,0.4964,0.4964,0.4153,0.0811,2,False,False,0.3171,0.2,0.8476,36.0,35.09
BOAMP:19-161349,,0,,,,,0,False,False,,,,48.0,62.22
BOAMP:19-163024,BOAMP:24-142589,1,0.5143,0.5143,,,1,True,False,0.2805,0.4,0.7604,54.0,52.56
BOAMP:19-165120,BOAMP:20-136269,1,0.5631,0.5631,0.5114,0.05170000000000008,7,False,False,0.3094,0.4,0.9468,12.0,12.32
BOAMP:19-164716,BOAMP:23-117051,1,0.6722,0.6722,,,1,True,False,0.7212,0.2,0.9185,48.0,48.49
BOAMP:19-169855,BOAMP:22-159813,1,0.571,0.571,0.4414,0.12959999999999994,5,False,False,0.4882,0.2,0.8787,36.0,36.73
BOAMP:19-172484,,0,,,,,0,False,False,,,,18.0,58.67
BOAMP:19-172734,BOAMP:24-22970,1,0.433,0.433,0.4078,0.0252,3,False,False,0.246,0.0,0.9227,48.0,47.54
BOAMP:19-174809,BOAMP:23-139972,1,0.6082,0.6082,0.5504,0.05779999999999996,4,False,False,0.6441,0.2,0.753,48.0,46.52
BOAMP:19-174098,BOAMP:21-116891,1,0.7666,0.7666,0.5655,0.20109999999999995,14,False,True,0.5601,1.0,0.7129,24.0,25.72
BOAMP:19-175237,,0,,,,,0,False,False,,,,48.0,61.33
BOAMP:19-174412,BOAMP:22-74356,1,0.5443,0.5443,0.5401,0.0041999999999999815,6,False,False,0.5218,0.4,0.4282,24.0,27.43
BOAMP:19-177026,,0,,,,,0,False,False,,,,48.0,61.14
BOAMP:19-178175,BOAMP:24-20340,1,0.5375,0.5375,0.513,0.024499999999999966,4,False,False,0.5266,0.0,0.8844,48.0,47.31
BOAMP:19-177220,,0,,,,,0,False,False,,,,18.0,61.1
BOAMP:19-172419,,0,,,,,0,False,False,,,,48.0,61.07
BOAMP:19-179524,BOAMP:24-33909,1,0.6852,0.6852,,,1,True,False,0.6122,0.4,0.9514,48.0,48.29
BOAMP:19-180395,BOAMP:22-103042,1,0.4408,0.4408,,,1,True,False,0.3879,0.2,0.4282,24.0,27.43
BOAMP:19-181049,BOAMP:22-24571,1,0.4307,0.4307,,,1,True,False,0.318,0.4,0.2678,12.0,16.39
BOAMP:19-181393,BOAMP:24-50203,1,0.4669,0.4669,0.4167,0.05019999999999997,4,False,False,0.2982,0.2,0.7378,48.0,49.57
BOAMP:19-184534,BOAMP:20-61130,1,0.5353,0.5353,,,1,True,False,0.598,0.0,0.7302,12.0,10.38
BOAMP:19-184300,,0,,,,,0,False,False,,,,24.0,60.64
BOAMP:19-184490,BOAMP:23-160148,1,0.4342,0.4342,,,1,True,False,0.3276,0.4,0.2657,48.0,43.59
BOAMP:19-187147,BOAMP:24-20340,1,0.5473,0.5473,0.4272,0.12009999999999998,3,False,False,0.5895,0.0,0.8077,48.0,46.85
BOAMP:19-187630,,0,,,,,0,False,False,,,,48.0,56.54
BOAMP:19-185581,BOAMP:20-70680,1,0.4094,0.4094,,,1,True,False,0.2904,,0.2046,12.0,7.23
BOAMP:19-190109,,0,,,,,0,False,False,,,,48.0,60.38
BOAMP:19-189641,,0,,,,,0,False,False,,,,24.0,52.92
BOAMP:19-190328,BOAMP:24-65191,1,0.3555,0.3555,,,1,True,False,0.4706,0.0,0.0863,48.0,53.48
BOAMP:19-176963,BOAMP:23-43939,1,0.6841,0.6841,0.5113,0.17280000000000006,6,False,False,0.5891,0.6,0.742,48.0,46.45
BOAMP:20-892,,0,,,,,0,False,False,,,,48.0,59.79
BOAMP:20-2441,BOAMP:24-67001,1,0.4168,0.4168,0.3186,0.09820000000000001,3,False,False,0.2166,0.0,0.9008,48.0,47.4
BOAMP:20-4011,,0,,,,,0,False,False,,,,24.0,55.09
BOAMP:20-6019,BOAMP:21-141238,1,0.5413,0.5413,0.4504,0.09089999999999998,2,False,False,0.3714,,0.537,24.0,21.22
BOAMP:20-5957,BOAMP:20-142015,1,0.7117,0.7117,0.5633,0.14839999999999998,13,False,True,0.4307,1.0,0.6973,12.0,10.18
BOAMP:20-6008,,0,,,,,0,False,False,,,,12.0,54.73
BOAMP:20-6485,,0,,,,,0,False,False,,,,24.0,55.22
BOAMP:20-8882,BOAMP:21-3091,1,0.6406,0.6406,0.4193,0.22129999999999994,2,False,False,0.3571,,0.9382,12.0,11.63
BOAMP:20-9474,,0,,,,,0,False,False,,,,36.0,59.33
BOAMP:20-8874,,0,,,,,0,False,False,,,,12.0,50.56
BOAMP:20-8819,,0,,,,,0,False,False,,,,12.0,50.53
BOAMP:20-10119,,0,,,,,0,False,False,,,,48.0,51.68
BOAMP:20-12202,BOAMP:21-16505,1,0.6089,0.6089,0.5736,0.0353,11,False,False,0.6106,0.2,0.8233,12.0,10.94
BOAMP:20-11443,BOAMP:21-101248,1,0.2957,0.2957,0.2509,0.044800000000000006,2,False,False,0.2961,0.0,0.1364,12.0,17.18
BOAMP:20-12070,BOAMP:23-37068,1,0.5221,0.5221,0.5122,0.00990000000000002,7,False,False,0.5064,0.4,0.3478,48.0,44.09
BOAMP:20-13447,,0,,,,,0,False,False,,,,48.0,50.36
BOAMP:20-15000,,0,,,,,0,False,False,,,,48.0,58.97
BOAMP:20-16573,BOAMP:23-169082,1,0.4919,0.4919,0.4575,0.034399999999999986,5,False,False,0.5137,0.0,0.6818,48.0,46.09
BOAMP:20-17362,,0,,,,,0,False,False,,,,48.0,58.87
BOAMP:20-16671,BOAMP:22-159813,1,0.6349,0.6349,0.5577,0.07720000000000005,5,False,False,0.5869,0.4,0.7505,24.0,22.5
BOAMP:20-17802,,0,,,,,0,False,False,,,,48.0,50.07
BOAMP:20-19986,BOAMP:24-24049,1,0.8969,0.8969,0.4625,0.4344,3,False,True,0.794,1.0,0.8966,48.0,48.62
BOAMP:20-20633,,0,,,,,0,False,False,,,,12.0,58.67
BOAMP:20-20672,,0,,,,,0,False,False,,,,48.0,50.1
BOAMP:20-23104,BOAMP:21-11209,1,0.5339,0.5339,,,1,True,False,0.3903,0.2,0.889,12.0,11.33
BOAMP:20-23300,,0,,,,,0,False,False,,,,36.0,58.48
BOAMP:20-23864,BOAMP:23-93496,1,0.4338,0.4338,0.4149,0.018900000000000028,5,False,False,0.3523,0.0,0.7146,48.0,46.29
BOAMP:20-26328,BOAMP:23-176813,1,0.4387,0.4387,0.3905,0.048199999999999965,7,False,False,0.3945,0.0,0.6544,48.0,45.93
BOAMP:20-26585,BOAMP:24-90280,1,0.5896,0.5896,0.5432,0.0464,7,False,False,0.4116,1.0,0.1246,48.0,53.25
BOAMP:20-27109,BOAMP:20-61130,1,0.865,0.865,0.379,0.486,2,False,True,1.0,1.0,0.325,12.0,7.95
BOAMP:20-27358,BOAMP:24-27614,1,0.9859,0.9859,0.5911,0.39480000000000004,4,False,True,1.0,1.0,0.9295,48.0,48.42
BOAMP:20-28158,,0,,,,,0,False,False,,,,48.0,58.15
BOAMP:20-29244,BOAMP:24-56228,1,0.5581,0.5581,0.4205,0.13760000000000006,3,False,False,0.6111,0.2,0.5681,48.0,50.59
BOAMP:20-29934,BOAMP:24-56228,1,0.8997,0.8997,0.4487,0.45100000000000007,4,False,True,0.9625,1.0,0.5736,48.0,50.56
BOAMP:20-31844,BOAMP:24-17454,1,0.8492,0.8492,0.4847,0.36449999999999994,4,False,True,0.6752,1.0,0.8953,48.0,47.37
BOAMP:20-32737,BOAMP:20-110309,1,0.4859,0.4859,0.4809,0.0050000000000000044,5,False,False,0.2357,0.4,0.7083,12.0,10.25
BOAMP:20-32203,BOAMP:24-29463,1,0.5222,0.5222,0.4267,0.09549999999999997,5,False,False,0.4493,0.0,0.9623,48.0,48.23
BOAMP:20-34709,,0,,,,,0,False,False,,,,6.0,57.79
BOAMP:20-36082,,0,,,,,0,False,False,,,,1.0,57.72
BOAMP:20-35774,BOAMP:21-77546,1,0.6351,0.6351,0.4786,0.15649999999999997,3,False,False,0.8413,0.4,0.2429,12.0,7.46
BOAMP:20-28749,BOAMP:24-56228,1,0.534,0.534,0.5035,0.030500000000000083,5,False,False,0.6404,0.0,0.6393,48.0,50.16
BOAMP:20-35511,,0,,,,,0,False,False,,,,48.0,54.7
BOAMP:20-34392,BOAMP:24-90280,1,0.5395,0.5395,0.4648,0.07469999999999999,9,False,False,0.2398,1.0,0.2177,48.0,52.69
BOAMP:20-37796,BOAMP:23-138104,1,0.4199,0.4199,,,1,True,False,0.4022,0.0,0.5449,48.0,45.27
BOAMP:20-45001,,0,,,,,0,False,False,,,,48.0,57.16
BOAMP:20-47300,BOAMP:24-83734,1,0.4316,0.4316,,,1,True,False,0.2109,0.2,0.7365,48.0,46.42
BOAMP:20-47343,,0,,,,,0,False,False,,,,48.0,56.96
BOAMP:20-48669,,0,,,,,0,False,False,,,,48.0,56.93
BOAMP:20-50348,,0,,,,,0,False,False,,,,48.0,56.77
BOAMP:20-49128,,0,,,,,0,False,False,,,,6.0,53.81
BOAMP:20-49221,,0,,,,,0,False,False,,,,48.0,51.25
BOAMP:20-50446,BOAMP:24-106137,1,0.5324,0.5324,0.4635,0.06889999999999996,3,False,False,0.4546,0.2,0.753,48.0,46.52
BOAMP:20-50911,,0,,,,,0,False,False,,,,48.0,53.25
BOAMP:20-52846,,0,,,,,0,False,False,,,,12.0,49.61
BOAMP:20-51762,,0,,,,,0,False,False,,,,12.0,53.52
BOAMP:20-54010,,0,,,,,0,False,False,,,,24.0,56.41
BOAMP:20-54626,BOAMP:21-11209,1,0.4068,0.4068,,,1,True,False,0.381,0.0,0.5221,12.0,9.13
BOAMP:20-54283,BOAMP:24-90280,1,0.5866,0.5866,0.5428,0.04380000000000006,6,False,False,0.2398,1.0,0.4531,48.0,51.28
BOAMP:20-56147,BOAMP:20-137453,1,0.4991,0.4991,0.397,0.10209999999999997,3,False,False,0.5132,,0.0951,12.0,6.57
BOAMP:20-56877,,0,,,,,0,False,False,,,,4.0,56.24
BOAMP:20-58079,BOAMP:23-43183,1,0.9124,0.9124,0.4548,0.4576,4,False,True,0.8874,1.0,0.7873,36.0,34.72
BOAMP:20-49949,BOAMP:24-140255,1,0.8249,0.8249,0.5069,0.31799999999999995,7,False,True,0.748,1.0,0.6283,48.0,50.23
BOAMP:20-59734,,0,,,,,0,False,False,,,,48.0,55.85
BOAMP:20-57925,,0,,,,,0,False,False,,,,24.0,51.22
BOAMP:20-60923,,0,,,,,0,False,False,,,,48.0,52.69
BOAMP:20-61130,BOAMP:21-102565,1,0.4463,0.4463,,,1,True,False,0.4879,0.0,0.5057,12.0,9.03
BOAMP:20-61728,,0,,,,,0,False,False,,,,48.0,50.1
BOAMP:20-62727,BOAMP:21-45622,1,0.5008,0.5008,0.4953,0.005500000000000005,7,False,False,0.457,0.0,0.8397,12.0,11.04
BOAMP:20-64610,,0,,,,,0,False,False,,,,48.0,51.31
BOAMP:20-60975,,0,,,,,0,False,False,,,,48.0,55.42
BOAMP:20-65753,BOAMP:21-67771,1,0.6477,0.6477,0.5522,0.09550000000000003,13,False,False,0.7071,0.4,0.5745,12.0,14.55
BOAMP:20-65717,,0,,,,,0,False,False,,,,48.0,55.39
BOAMP:20-66643,BOAMP:24-90280,1,0.6923,0.6923,0.6823,0.010000000000000009,6,False,False,0.4247,1.0,0.6119,48.0,50.33
BOAMP:20-67250,,0,,,,,0,False,False,,,,48.0,55.32
BOAMP:20-67439,BOAMP:23-117688,1,0.5683,0.5683,,,1,True,False,0.6227,0.6,0.0959,48.0,42.58
BOAMP:20-68370,,0,,,,,0,False,False,,,,48.0,55.19
BOAMP:20-68352,BOAMP:21-77546,1,0.8397,0.8397,0.7299,0.10980000000000001,9,False,True,0.634,1.0,0.9304,12.0,12.42
BOAMP:20-68923,BOAMP:21-78563,1,0.632,0.632,0.4405,0.1915,4,False,False,0.6094,0.2,0.9413,12.0,12.35
BOAMP:20-70268,BOAMP:22-165686,1,0.5163,0.5163,0.4397,0.0766,5,False,False,0.4194,0.2,0.7427,25.0,26.54
BOAMP:20-70265,,0,,,,,0,False,False,,,,12.0,51.38
BOAMP:20-70855,BOAMP:21-86773,1,0.4526,0.4526,0.4224,0.030200000000000005,9,False,False,0.3214,0.0,0.8701,12.0,12.78
BOAMP:20-71814,,0,,,,,0,False,False,,,,48.0,54.89
BOAMP:20-70746,BOAMP:22-148365,1,0.4146,0.4146,0.4129,0.0017000000000000348,2,False,False,0.5334,0.0,0.2562,36.0,31.54
BOAMP:20-71239,,0,,,,,0,False,False,,,,18.0,54.86
BOAMP:20-72064,,0,,,,,0,False,False,,,,8.0,54.83
BOAMP:20-72791,BOAMP:21-126360,1,0.9069,0.9069,0.9008,0.006099999999999994,2,False,False,1.0,1.0,0.5344,16.0,13.21
BOAMP:20-74988,,0,,,,,0,False,False,,,,48.0,54.66
BOAMP:20-75569,,0,,,,,0,False,False,,,,12.0,50.13
BOAMP:20-76288,,0,,,,,0,False,False,,,,48.0,54.47
BOAMP:20-78012,BOAMP:24-90280,1,0.5129,0.5129,0.5112,0.0017000000000000348,7,False,False,0.5274,0.0,0.7597,48.0,49.44
BOAMP:20-77757,,0,,,,,0,False,False,,,,12.0,54.4
BOAMP:20-79138,,0,,,,,0,False,False,,,,48.0,54.4
BOAMP:20-78639,,0,,,,,0,False,False,,,,6.0,51.31
BOAMP:20-81059,,0,,,,,0,False,False,,,,48.0,54.24
BOAMP:20-84141,,0,,,,,0,False,False,,,,12.0,50.03
BOAMP:20-85580,,0,,,,,0,False,False,,,,24.0,53.88
BOAMP:20-91479,BOAMP:23-12403,1,0.656,0.656,0.6531,0.0029000000000000137,2,False,False,0.8156,0.0,0.899,24.0,24.61
BOAMP:20-85492,BOAMP:22-120791,1,0.4181,0.4181,0.3938,0.024300000000000044,2,False,False,0.2739,0.2,0.5425,24.0,21.25
BOAMP:20-94462,BOAMP:21-148700,1,0.4569,0.4569,0.4114,0.045499999999999985,5,False,False,0.5595,0.0,0.4157,12.0,15.51
BOAMP:20-96647,,0,,,,,0,False,False,,,,12.0,49.93
BOAMP:20-97584,BOAMP:23-38767,1,0.5855,0.5855,0.5258,0.059699999999999975,5,False,False,0.3193,1.0,0.2891,36.0,31.73
BOAMP:20-98331,BOAMP:23-110154,1,0.6551,0.6551,0.5207,0.13439999999999996,4,False,False,0.7679,0.0,0.9899,36.0,35.94
BOAMP:20-98264,BOAMP:22-26998,1,0.6301,0.6301,0.5996,0.03049999999999997,13,False,False,0.5053,0.4,0.8901,18.0,18.66
BOAMP:20-98214,BOAMP:22-26998,1,0.6301,0.6301,0.5996,0.03049999999999997,13,False,False,0.5053,0.4,0.8901,18.0,18.66
BOAMP:20-98937,,0,,,,,0,False,False,,,,12.0,48.03
BOAMP:20-100172,,0,,,,,0,False,False,,,,1.0,52.79
BOAMP:20-106379,BOAMP:22-150817,1,0.3521,0.3521,,,1,True,False,0.4236,0.0,0.1632,36.0,30.98
BOAMP:20-107792,BOAMP:22-8860,1,0.5114,0.5114,0.4894,0.021999999999999964,3,False,False,0.4328,0.0,0.9413,12.0,12.35
BOAMP:20-109382,BOAMP:21-101248,1,0.4912,0.4912,0.3493,0.14190000000000003,3,False,False,0.436,0.0,0.8342,12.0,11.01
BOAMP:20-110872,,0,,,,,0,False,False,,,,36.0,51.71
BOAMP:20-110309,BOAMP:21-126684,1,0.4826,0.4826,0.4744,0.008199999999999985,3,False,False,0.5779,0.4,0.007,6.0,11.96
BOAMP:20-111698,BOAMP:21-67771,1,0.5618,0.5618,0.5528,0.009000000000000008,13,False,False,0.6863,0.0,0.6864,12.0,10.12
BOAMP:20-114032,,0,,,,,0,False,False,,,,12.0,51.45
BOAMP:20-114106,BOAMP:22-150817,1,0.3576,0.3576,,,1,True,False,0.4949,0.0,0.0482,36.0,30.29
BOAMP:20-114714,,0,,,,,0,False,False,,,,12.0,46.94
BOAMP:20-115241,BOAMP:21-139293,1,0.5112,0.5112,0.4436,0.0676,5,False,False,0.3595,0.2,0.8373,12.0,12.98
BOAMP:20-117677,,0,,,,,0,False,False,,,,12.0,47.37
BOAMP:20-118247,,0,,,,,0,False,False,,,,24.0,48.49
BOAMP:20-119807,BOAMP:24-25465,1,0.3855,0.3855,0.3476,0.03789999999999999,2,False,False,0.2617,,0.1724,36.0,40.97
BOAMP:20-120399,BOAMP:24-65191,1,0.3004,0.3004,,,1,True,False,0.2159,0.0,0.3202,36.0,40.08
BOAMP:20-120545,,0,,,,,0,False,False,,,,12.0,48.92
BOAMP:20-124045,BOAMP:23-69310,1,0.4543,0.4543,0.437,0.017299999999999982,11,False,False,0.3075,0.4,0.4063,24.0,27.56
BOAMP:20-125567,BOAMP:21-67771,1,0.692,0.692,0.5919,0.10009999999999997,15,False,False,0.6166,1.0,0.2265,12.0,7.36
BOAMP:20-133527,BOAMP:22-166698,1,0.7549,0.7549,0.5977,0.1572,4,False,True,0.7137,0.8,0.5972,24.0,21.58
BOAMP:20-137453,,0,,,,,0,False,False,,,,4.0,49.7
BOAMP:20-138135,BOAMP:21-116891,1,0.5509,0.5509,0.5432,0.007699999999999929,14,False,False,0.5825,0.0,0.8397,12.0,11.04
BOAMP:20-142134,BOAMP:21-76634,1,0.512,0.512,0.4457,0.06630000000000003,7,False,False,0.2414,0.4,0.8271,5.5,6.54
BOAMP:20-142015,BOAMP:23-134735,1,0.7153,0.7153,0.5015,0.2138000000000001,8,False,True,0.4356,1.0,0.7052,36.0,34.23
BOAMP:20-143091,,0,,,,,0,False,False,,,,12.0,44.15
BOAMP:20-148013,,0,,,,,0,False,False,,,,22.0,48.85
BOAMP:20-149977,,0,,,,,0,False,False,,,,24.0,48.65
BOAMP:20-154115,,0,,,,,0,False,False,,,,3.0,46.62
BOAMP:20-155284,BOAMP:21-130956,1,0.5644,0.5644,0.4973,0.06709999999999999,11,False,False,0.4158,0.2,0.9906,12.0,12.06
BOAMP:20-155309,BOAMP:22-166698,1,0.7876,0.7876,0.6105,0.17709999999999992,4,False,True,0.8228,0.8,0.5425,24.0,21.25
BOAMP:21-11209,,0,,,,,0,False,False,,,,5.0,47.17
BOAMP:21-12643,,0,,,,,0,False,False,,,,6.0,47.11
BOAMP:21-16407,,0,,,,,0,False,False,,,,12.0,46.85
BOAMP:21-16505,BOAMP:22-20320,1,0.6144,0.6144,0.5271,0.08729999999999993,14,False,False,0.6106,0.2,0.8506,12.0,11.1
BOAMP:21-20759,,0,,,,,0,False,False,,,,24.0,46.58
BOAMP:21-19596,,0,,,,,0,False,False,,,,12.0,43.43
BOAMP:21-22700,BOAMP:23-61473,1,0.638,0.638,0.4914,0.1466,2,False,False,0.744,0.2,0.7019,24.0,25.79
BOAMP:21-25043,,0,,,,,0,False,False,,,,6.0,46.22
BOAMP:21-25103,,0,,,,,0,False,False,,,,12.0,46.16
BOAMP:21-26779,BOAMP:23-73693,1,0.5963,0.5963,0.5394,0.05690000000000006,10,False,False,0.4001,0.4,0.9312,24.0,23.59
BOAMP:21-29818,,0,,,,,0,False,False,,,,5.0,43.73
BOAMP:21-30450,,0,,,,,0,False,False,,,,5.0,45.7
BOAMP:21-32692,,0,,,,,0,False,False,,,,12.0,45.63
BOAMP:21-35939,,0,,,,,0,False,False,,,,12.0,45.43
BOAMP:21-36205,,0,,,,,0,False,False,,,,12.0,45.4
BOAMP:21-37354,BOAMP:21-139293,1,0.4873,0.4873,0.457,0.030299999999999994,4,False,False,0.249,0.2,0.9382,12.0,11.63
BOAMP:21-39936,,0,,,,,0,False,False,,,,4.0,42.25
BOAMP:21-46043,BOAMP:22-29878,1,0.6507,0.6507,0.5838,0.06689999999999996,16,False,False,0.781,0.0,0.9413,12.0,12.35
BOAMP:21-49520,,0,,,,,0,False,False,,,,36.0,44.61
BOAMP:21-50713,BOAMP:22-39260,1,0.6135,0.6135,0.5737,0.03980000000000006,4,False,False,0.3583,,0.8342,12.0,11.01
BOAMP:21-50004,,0,,,,,0,False,False,,,,36.0,41.16
BOAMP:21-50635,,0,,,,,0,False,False,,,,36.0,34.3
BOAMP:21-51104,BOAMP:22-159813,1,0.6644,0.6644,0.6343,0.030100000000000016,7,False,False,0.878,0.2,0.5659,12.0,9.4
BOAMP:21-51620,,0,,,,,0,False,False,,,,12.0,44.45
BOAMP:21-53976,BOAMP:22-94102,1,0.6269,0.6269,0.5399,0.08699999999999997,10,False,False,0.2691,1.0,0.5964,12.0,14.42
BOAMP:21-53955,,0,,,,,0,False,False,,,,12.0,44.25
BOAMP:21-53968,,0,,,,,0,False,False,,,,12.0,44.25
BOAMP:21-54966,,0,,,,,0,False,False,,,,36.0,44.22
BOAMP:21-57207,BOAMP:22-8616,1,0.4483,0.4483,0.3592,0.08909999999999996,4,False,False,0.3851,0.0,0.7212,7.0,8.67
BOAMP:21-60810,,0,,,,,0,False,False,,,,36.0,43.89
BOAMP:21-57288,BOAMP:23-167186,1,0.3947,0.3947,,,1,True,False,0.3558,0.0,0.5116,30.0,27.07
BOAMP:21-62138,BOAMP:22-8616,1,0.2848,0.2848,,,1,True,False,0.2072,0.0,0.2595,4.0,8.44
BOAMP:21-50135,,0,,,,,0,False,False,,,,12.0,40.74
BOAMP:21-63730,,0,,,,,0,False,False,,,,36.0,38.8
BOAMP:21-66086,,0,,,,,0,False,False,,,,36.0,43.5
BOAMP:21-68348,,0,,,,,0,False,False,,,,12.0,36.56
BOAMP:21-67771,BOAMP:22-85365,1,0.6472,0.6472,0.6198,0.02739999999999998,13,False,False,0.7021,0.2,0.8318,12.0,13.01
BOAMP:21-69124,,0,,,,,0,False,False,,,,12.0,43.3
BOAMP:21-67894,,0,,,,,0,False,False,,,,12.0,36.73
BOAMP:21-76925,BOAMP:22-87982,1,0.6651,0.6651,0.4824,0.18270000000000003,5,False,False,0.4729,1.0,0.3798,12.0,8.28
BOAMP:21-77546,,0,,,,,0,False,False,,,,12.0,42.71
BOAMP:21-77933,,0,,,,,0,False,False,,,,12.0,41.16
BOAMP:21-78101,,0,,,,,0,False,False,,,,4.0,37.48
BOAMP:21-78393,,0,,,,,0,False,False,,,,12.0,42.67
BOAMP:21-79975,,0,,,,,0,False,False,,,,24.0,42.61
BOAMP:21-81812,,0,,,,,0,False,False,,,,12.0,38.14
BOAMP:21-82605,,0,,,,,0,False,False,,,,36.0,42.44
BOAMP:21-82013,,0,,,,,0,False,False,,,,18.0,42.44
BOAMP:21-86124,,0,,,,,0,False,False,,,,24.0,42.28
BOAMP:21-87993,,0,,,,,0,False,False,,,,8.0,42.21
BOAMP:21-86348,BOAMP:23-48532,1,0.6105,0.6105,0.4637,0.14680000000000004,4,False,False,0.5602,0.2,0.9319,24.0,24.41
BOAMP:21-86773,BOAMP:23-87870,1,0.5659,0.5659,0.5322,0.03369999999999995,13,False,False,0.4189,0.2,0.9915,24.0,23.95
BOAMP:21-88699,BOAMP:24-102022,1,0.4118,0.4118,,,1,True,False,0.4697,0.2,0.1194,36.0,30.72
BOAMP:21-88585,,0,,,,,0,False,False,,,,12.0,38.14
BOAMP:21-88617,,0,,,,,0,False,False,,,,12.0,42.05
BOAMP:21-89893,BOAMP:23-32316,1,0.4122,0.4122,0.291,0.12120000000000003,2,False,False,0.4719,0.0,0.3673,24.0,20.2
BOAMP:21-91773,BOAMP:22-74813,1,0.611,0.611,0.5987,0.012299999999999978,6,False,False,0.7427,0.2,0.5699,24.0,21.42
BOAMP:21-93999,,0,,,,,0,False,False,,,,12.0,41.75
BOAMP:21-97121,,0,,,,,0,False,False,,,,24.0,38.67
BOAMP:21-99793,,0,,,,,0,False,False,,,,5.0,41.52
BOAMP:21-101248,BOAMP:22-163372,1,0.5006,0.5006,0.4755,0.025100000000000067,8,False,False,0.3494,0.2,0.8044,12.0,13.17
BOAMP:21-102565,BOAMP:22-19299,1,0.3915,0.3915,,,1,True,False,0.4759,0.0,0.2558,7.0,11.47
BOAMP:21-103746,BOAMP:23-83529,1,0.6977,0.6977,,,1,True,False,0.5387,,0.7889,24.0,22.73
BOAMP:21-114338,,0,,,,,0,False,False,,,,18.0,40.24
BOAMP:21-118586,BOAMP:22-69458,1,0.6153,0.6153,0.5406,0.07469999999999999,6,False,False,0.7828,0.0,0.7606,12.0,13.44
BOAMP:21-120100,,0,,,,,0,False,False,,,,6.0,39.68
BOAMP:21-125862,,0,,,,,0,False,False,,,,12.0,39.29
BOAMP:21-125536,BOAMP:22-38732,1,0.6088,0.6088,,,1,True,False,0.3651,1.0,0.3141,12.0,7.88
BOAMP:21-125688,BOAMP:22-93332,1,0.5402,0.5402,,,1,True,False,0.5512,0.2,0.5988,12.0,9.59
BOAMP:21-126360,,0,,,,,0,False,False,,,,6.0,38.11
BOAMP:21-126684,BOAMP:23-160148,1,0.4832,0.4832,0.3766,0.10660000000000003,3,False,False,0.2324,0.4,0.7013,24.0,22.21
BOAMP:21-128976,,0,,,,,0,False,False,,,,12.0,34.3
BOAMP:21-121431,BOAMP:22-72719,1,0.4219,0.4219,0.344,0.07790000000000002,2,False,False,0.3364,0.0,0.6864,12.0,10.12
BOAMP:21-129937,BOAMP:23-31575,1,0.4821,0.4821,0.4723,0.009799999999999975,4,False,False,0.2615,0.2,0.8874,24.0,23.32
BOAMP:21-130956,BOAMP:23-174149,1,0.5029,0.5029,0.4116,0.09129999999999999,6,False,False,0.4003,0.0,0.9641,24.0,23.78
BOAMP:21-137487,BOAMP:22-93332,1,0.8114,0.8114,,,1,True,False,0.7291,1.0,0.5988,12.0,9.59
BOAMP:21-137461,,0,,,,,0,False,False,,,,12.0,38.53
BOAMP:21-141754,,0,,,,,0,False,False,,,,5.0,38.34
BOAMP:21-142218,BOAMP:23-87870,1,0.6687,0.6687,0.5276,0.1411,16,False,False,0.4638,1.0,0.4157,12.0,15.51
BOAMP:21-142703,,0,,,,,0,False,False,,,,18.0,38.14
BOAMP:21-144079,,0,,,,,0,False,False,,,,24.0,38.11
BOAMP:21-139944,,0,,,,,0,False,False,,,,24.0,35.22
