contract_id,buyer_key,cpv_div2,category_label,contract_start,declared_duration_months,dur_was_imputed,estimated_end_date,event,renewal_contract_id,observed_duration_months,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,start_date_source,link_method,type_procedure,type_marche,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:20-8882,SIREN:532458809,,Unknown,2020-01-20,12.0,False,2021-01-19,1,BOAMP:21-3091,11.63,0.6406,0.3571,,False,0.9382,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.6406,0.4193,0.22129999999999994,2,False,False
BOAMP:20-9474,SIREN:935367433,35.0,Cybersecurity,2020-01-21,36.0,False,2023-01-20,0,,59.33,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,200000.0,,,,0,False,False
BOAMP:20-8874,SIREN:110006012,72.0,IT Services & Consulting,2020-10-14,12.0,False,2021-10-14,0,,50.56,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,1000000.0,,,,0,False,False
BOAMP:20-8819,SIREN:214401432,18.0,Unknown,2020-10-15,12.0,False,2021-10-15,0,,50.53,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,160000.0,,,,0,False,False
BOAMP:20-10119,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2020-09-10,48.0,False,2024-09-10,0,,51.68,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-12202,SIREN:234400034,72.0,IT Services & Consulting,2020-06-11,12.0,False,2021-06-11,1,BOAMP:21-16505,10.94,0.6089,0.6106,0.2,True,0.8233,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6089,0.5736,0.0353,11,False,False
BOAMP:20-11443,SIREN:214401846,79.0,Cybersecurity,2020-05-29,12.0,False,2021-05-29,1,BOAMP:21-101248,17.18,0.2957,0.2961,0.0,True,0.1364,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.2957,0.2509,0.044800000000000006,2,False,False
BOAMP:20-12070,NAME:nantes metropole,72.0,Cybersecurity,2020-01-26,48.0,False,2024-01-26,1,BOAMP:23-37068,44.09,0.5221,0.5064,0.4,True,0.3478,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5221,0.5122,0.00990000000000002,7,False,False
BOAMP:20-13447,NAME:inra angers nantes,72.0,IT Services & Consulting,2020-10-20,48.0,True,2024-10-20,0,,50.36,,,,,,attribution_award_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-15000,NAME:cci nantes saint nazaire,72.0,Digital Workplace & Collaboration,2020-02-01,48.0,False,2024-02-01,0,,58.97,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-16573,SIREN:247200132,45.0,Unknown,2020-02-03,48.0,True,2024-02-03,1,BOAMP:23-169082,46.09,0.4919,0.5137,0.0,True,0.6818,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.4919,0.4575,0.034399999999999986,5,False,False
BOAMP:20-17362,NAME:vendee habitat oph de vendee,72.0,Cybersecurity,2020-02-04,48.0,True,2024-02-04,0,,58.87,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-16671,SIREN:391722881,72.0,IT Maintenance & Support,2021-01-18,24.0,False,2023-01-18,1,BOAMP:22-159813,22.5,0.6349,0.5869,0.4,True,0.7505,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.6349,0.5577,0.07720000000000005,5,False,False
BOAMP:20-17802,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2020-10-29,48.0,False,2024-10-29,0,,50.07,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-19986,SIREN:264400136,32.0,Telecom & Networks,2020-02-09,48.0,False,2024-02-09,1,BOAMP:24-24049,48.62,0.8969,0.794,1.0,True,0.8966,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.8969,0.4625,0.4344,3,False,True
BOAMP:20-20633,NAME:semitan,35.0,Cybersecurity,2020-02-10,12.0,False,2021-02-09,0,,58.67,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-20672,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2020-10-28,48.0,False,2024-10-28,0,,50.1,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-23104,SIREN:180043010,72.0,IT Services & Consulting,2020-02-15,12.0,False,2021-02-14,1,BOAMP:21-11209,11.33,0.5339,0.3903,0.2,True,0.889,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5339,,,1,True,False
BOAMP:20-23300,SIREN:200048551,45.0,Unknown,2020-02-16,36.0,False,2023-02-15,0,,58.48,,,,,,publication_date,none,OUVERT,TRAVAUX,0,0,0,3000000.0,,,,0,False,False
BOAMP:20-23864,SIREN:247200132,42.0,Telecom & Networks,2020-02-16,48.0,False,2024-02-16,1,BOAMP:23-93496,46.29,0.4338,0.3523,0.0,True,0.7146,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4338,0.4149,0.018900000000000028,5,False,False
BOAMP:20-26328,NAME:nantes metropole,72.0,IT Services & Consulting,2020-02-21,48.0,True,2024-02-21,1,BOAMP:23-176813,45.93,0.4387,0.3945,0.0,True,0.6544,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4387,0.3905,0.048199999999999965,7,False,False
BOAMP:20-26585,NAME:nantes metropole,72.0,Cybersecurity,2020-02-23,48.0,False,2024-02-23,1,BOAMP:24-90280,53.25,0.5896,0.4116,1.0,True,0.1246,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5896,0.5432,0.0464,7,False,False
BOAMP:20-27109,SIREN:214400202,32.0,Telecom & Networks,2020-02-23,12.0,False,2021-02-22,1,BOAMP:20-61130,7.95,0.865,1.0,1.0,True,0.325,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.865,0.379,0.486,2,False,True
BOAMP:20-27358,SIREN:391722881,72.0,IT Services & Consulting,2020-02-23,48.0,True,2024-02-23,1,BOAMP:24-27614,48.42,0.9859,1.0,1.0,True,0.9295,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.9859,0.5911,0.39480000000000004,4,False,True
BOAMP:20-28158,NAME:sgami ouest,35.0,Cybersecurity,2020-02-26,48.0,False,2024-02-26,0,,58.15,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-29244,SIREN:214401093,35.0,Cybersecurity,2020-02-27,48.0,False,2024-02-27,1,BOAMP:24-56228,50.59,0.5581,0.6111,0.2,True,0.5681,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.5581,0.4205,0.13760000000000006,3,False,False
BOAMP:20-29934,SIREN:214401093,35.0,Cybersecurity,2020-02-28,48.0,False,2024-02-28,1,BOAMP:24-56228,50.56,0.8997,0.9625,1.0,True,0.5736,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.8997,0.4487,0.45100000000000007,4,False,True
BOAMP:20-31844,SIREN:130029747,72.0,IT Services & Consulting,2020-03-04,48.0,True,2024-03-04,1,BOAMP:24-17454,47.37,0.8492,0.6752,1.0,True,0.8953,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8492,0.4847,0.36449999999999994,4,False,True
BOAMP:20-32737,SIREN:234400034,72.0,Digital Workplace & Collaboration,2020-03-05,12.0,False,2021-03-05,1,BOAMP:20-110309,10.25,0.4859,0.2357,0.4,True,0.7083,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4859,0.4809,0.0050000000000000044,5,False,False
BOAMP:20-32203,NAME:nantes metropole,72.0,IT Services & Consulting,2020-03-06,48.0,False,2024-03-06,1,BOAMP:24-29463,48.23,0.5222,0.4493,0.0,True,0.9623,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5222,0.4267,0.09549999999999997,5,False,False
BOAMP:20-34709,SIREN:546650169,79.0,IT Hardware & Equipment,2020-03-08,6.0,False,2020-09-06,0,,57.79,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-36082,SIREN:214400491,,Unknown,2020-03-10,1.0,False,2020-04-09,0,,57.72,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:20-35774,SIREN:935367433,72.0,IT Services & Consulting,2020-10-26,12.0,False,2021-10-26,1,BOAMP:21-77546,7.46,0.6351,0.8413,0.4,True,0.2429,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.6351,0.4786,0.15649999999999997,3,False,False
BOAMP:20-28749,SIREN:214401093,32.0,Telecom & Networks,2020-03-11,48.0,False,2024-03-11,1,BOAMP:24-56228,50.16,0.534,0.6404,0.0,True,0.6393,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.534,0.5035,0.030500000000000083,5,False,False
BOAMP:20-35511,NAME:cci de reg ctre val de loire,30.0,IT Hardware & Equipment,2020-06-10,48.0,False,2024-06-10,0,,54.7,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-34392,NAME:nantes metropole,72.0,Cybersecurity,2020-03-11,48.0,False,2024-03-11,1,BOAMP:24-90280,52.69,0.5395,0.2398,1.0,True,0.2177,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5395,0.4648,0.07469999999999999,9,False,False
BOAMP:20-37796,NAME:communaute d agglomeration du niortais,72.0,IT Services & Consulting,2020-03-12,48.0,False,2024-03-12,1,BOAMP:23-138104,45.27,0.4199,0.4022,0.0,True,0.5449,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,154000.0,0.4199,,,1,True,False
BOAMP:20-45001,SIREN:451518641,32.0,Telecom & Networks,2020-03-27,48.0,True,2024-03-27,0,,57.16,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-47300,SIREN:194909701,48.0,Software & Applications,2020-09-03,48.0,False,2024-09-03,1,BOAMP:24-83734,46.42,0.4316,0.2109,0.2,True,0.7365,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4316,,,1,True,False
BOAMP:20-47343,NAME:cci metropolitaine bretagne ouest,48.0,Software & Applications,2020-04-02,48.0,False,2024-04-02,0,,56.96,,,,,,publication_date,none,NEGOCIE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-48669,NAME:ville d orvault,72.0,Data & AI,2020-04-03,48.0,True,2024-04-03,0,,56.93,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:20-50348,NAME:cte de communes de la blain,72.0,IT Services & Consulting,2020-04-08,48.0,False,2024-04-08,0,,56.77,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-49128,NAME:epf de la vendee,79.0,Unknown,2020-07-07,6.0,False,2021-01-05,0,,53.81,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-49221,NAME:conseil general de la vendee,72.0,IT Services & Consulting,2020-09-23,48.0,False,2024-09-23,0,,51.25,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-50446,SIREN:264400136,72.0,IT Services & Consulting,2020-11-04,48.0,True,2024-11-04,1,BOAMP:24-106137,46.52,0.5324,0.4546,0.2,True,0.753,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5324,0.4635,0.06889999999999996,3,False,False
BOAMP:20-50911,SIREN:284400017,48.0,Software & Applications,2020-07-24,48.0,False,2024-07-24,0,,53.25,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-52846,SIREN:285300018,35.0,Cybersecurity,2020-11-12,12.0,False,2021-11-12,0,,49.61,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,40000.0,,,,0,False,False
BOAMP:20-51762,SIREN:502035785,72.0,IT Services & Consulting,2020-07-16,12.0,False,2021-07-16,0,,53.52,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-54010,SIREN:788058030,32.0,Telecom & Networks,2020-04-19,24.0,False,2022-04-19,0,,56.41,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-54626,SIREN:180043010,48.0,Software & Applications,2020-04-22,12.0,False,2021-04-22,1,BOAMP:21-11209,9.13,0.4068,0.381,0.0,True,0.5221,publication_date,sentence_transformers,NEGOCIE,FOURNITURES,0,0,0,195000.0,0.4068,,,1,True,False
BOAMP:20-54283,NAME:nantes metropole,72.0,Cybersecurity,2020-04-23,48.0,False,2024-04-23,1,BOAMP:24-90280,51.28,0.5866,0.2398,1.0,True,0.4531,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5866,0.5428,0.04380000000000006,6,False,False
BOAMP:20-56147,SIREN:200069474,32.0,Telecom & Networks,2020-04-23,12.0,False,2021-04-23,1,BOAMP:20-137453,6.57,0.4991,0.5132,,False,0.0951,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.4991,0.397,0.10209999999999997,3,False,False
BOAMP:20-56877,NAME:ville d ecouflant,32.0,Telecom & Networks,2020-04-24,4.0,False,2020-08-23,0,,56.24,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-58079,SIREN:228500013,79.0,IT Maintenance & Support,2020-08-20,36.0,False,2023-08-20,1,BOAMP:23-43183,34.72,0.9124,0.8874,1.0,True,0.7873,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.9124,0.4548,0.4576,4,False,True
BOAMP:20-49949,NAME:nantes metropole,48.0,Software & Applications,2020-10-08,48.0,False,2024-10-08,1,BOAMP:24-140255,50.23,0.8249,0.748,1.0,True,0.6283,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.8249,0.5069,0.31799999999999995,7,False,True
BOAMP:20-59734,NAME:gpm de nantes st nazaire,30.0,IT Hardware & Equipment,2020-05-06,48.0,True,2024-05-06,0,,55.85,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,200000.0,,,,0,False,False
BOAMP:20-57925,SIREN:248500589,32.0,Telecom & Networks,2020-09-24,24.0,False,2022-09-24,0,,51.22,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,370000.0,,,,0,False,False
BOAMP:20-60923,SIREN:451518641,32.0,Telecom & Networks,2020-08-10,48.0,True,2024-08-10,0,,52.69,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-61130,SIREN:214400202,32.0,Telecom & Networks,2020-10-22,12.0,False,2021-10-22,1,BOAMP:21-102565,9.03,0.4463,0.4879,0.0,True,0.5057,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4463,,,1,True,False
BOAMP:20-61728,NAME:conseil general de la vendee,72.0,Digital Workplace & Collaboration,2020-10-28,48.0,False,2024-10-28,0,,50.1,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-62727,SIREN:264400136,72.0,IT Services & Consulting,2020-08-05,12.0,False,2021-08-05,1,BOAMP:21-45622,11.04,0.5008,0.457,0.0,True,0.8397,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5008,0.4953,0.005500000000000005,7,False,False
BOAMP:20-64610,NAME:cnieg,72.0,IT Services & Consulting,2020-09-21,48.0,False,2024-09-21,0,,51.31,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,1,,,,,0,False,False
BOAMP:20-60975,SIREN:254902505,48.0,Software & Applications,2020-05-19,48.0,True,2024-05-19,0,,55.42,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-65753,SIREN:234400034,48.0,Software & Applications,2020-07-22,12.0,False,2021-07-22,1,BOAMP:21-67771,14.55,0.6477,0.7071,0.4,True,0.5745,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.6477,0.5522,0.09550000000000003,13,False,False
BOAMP:20-65717,SIREN:445400104,72.0,IT Services & Consulting,2020-05-20,48.0,False,2024-05-20,0,,55.39,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-66643,NAME:nantes metropole,72.0,Cybersecurity,2020-05-22,48.0,False,2024-05-22,1,BOAMP:24-90280,50.33,0.6923,0.4247,1.0,True,0.6119,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6923,0.6823,0.010000000000000009,6,False,False
BOAMP:20-67250,SIREN:174404301,32.0,Telecom & Networks,2020-05-22,48.0,True,2024-05-22,0,,55.32,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-67439,SIREN:284400017,35.0,Cybersecurity,2020-05-25,48.0,True,2024-05-25,1,BOAMP:23-117688,42.58,0.5683,0.6227,0.6,True,0.0959,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5683,,,1,True,False
BOAMP:20-68370,NAME:synd dep d energie et d eqpt de vendee,72.0,Data & AI,2020-05-26,48.0,True,2024-05-26,0,,55.19,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-68352,SIREN:935367433,72.0,IT Maintenance & Support,2020-05-28,12.0,False,2021-05-28,1,BOAMP:21-77546,12.42,0.8397,0.634,1.0,True,0.9304,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8397,0.7299,0.10980000000000001,9,False,True
BOAMP:20-68923,SIREN:264400136,72.0,IT Services & Consulting,2020-05-29,12.0,False,2021-05-29,1,BOAMP:21-78563,12.35,0.632,0.6094,0.2,True,0.9413,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.632,0.4405,0.1915,4,False,False
BOAMP:20-70268,SIREN:214401846,72.0,IT Services & Consulting,2020-09-28,25.0,False,2022-10-29,1,BOAMP:22-165686,26.54,0.5163,0.4194,0.2,True,0.7427,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,208000.0,0.5163,0.4397,0.0766,5,False,False
BOAMP:20-70265,SIREN:228500013,35.0,Cybersecurity,2020-09-19,12.0,False,2021-09-19,0,,51.38,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-70855,SIREN:234400034,32.0,Telecom & Networks,2020-06-02,12.0,False,2021-06-02,1,BOAMP:21-86773,12.78,0.4526,0.3214,0.0,True,0.8701,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4526,0.4224,0.030200000000000005,9,False,False
BOAMP:20-71814,SIREN:828620831,,GIS & Mapping,2020-06-04,48.0,True,2024-06-04,0,,54.89,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-70746,NAME:le mans,45.0,Unknown,2020-10-15,36.0,False,2023-10-15,1,BOAMP:22-148365,31.54,0.4146,0.5334,0.0,True,0.2562,attribution_award_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.4146,0.4129,0.0017000000000000348,2,False,False
BOAMP:20-71239,NAME:shema,45.0,Telecom & Networks,2020-06-05,18.0,False,2021-12-04,0,,54.86,,,,,,publication_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:20-72064,NAME:dir ouest,32.0,Telecom & Networks,2020-06-06,8.0,False,2021-02-04,0,,54.83,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-72791,SIREN:983291931,72.0,IT Services & Consulting,2020-09-21,16.0,False,2022-01-21,1,BOAMP:21-126360,13.21,0.9069,1.0,1.0,True,0.5344,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,1600000.0,0.9069,0.9008,0.006099999999999994,2,False,False
BOAMP:20-74988,SIREN:214401119,,Data & AI,2020-06-11,48.0,True,2024-06-11,0,,54.66,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:20-75569,NAME:crous de nantes,72.0,IT Services & Consulting,2020-10-27,12.0,False,2021-10-27,0,,50.13,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-76288,SIREN:200083392,35.0,Cybersecurity,2020-06-17,48.0,False,2024-06-17,0,,54.47,,,,,,publication_date,none,NEGOCIE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-78012,NAME:nantes metropole,48.0,Software & Applications,2020-06-18,48.0,False,2024-06-18,1,BOAMP:24-90280,49.44,0.5129,0.5274,0.0,True,0.7597,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5129,0.5112,0.0017000000000000348,7,False,False
BOAMP:20-77757,SIREN:213502883,50.0,Unknown,2020-06-19,12.0,False,2021-06-19,0,,54.4,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-79138,NAME:agce pour l enst fr a l etranger,,Software & Applications,2020-06-19,48.0,False,2024-06-19,0,,54.4,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,120000.0,,,,0,False,False
BOAMP:20-78639,SIREN:200052702,39.0,Unknown,2020-09-21,6.0,False,2021-03-22,0,,51.31,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-81059,SIREN:200060010,48.0,Software & Applications,2020-06-24,48.0,True,2024-06-24,0,,54.24,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-84141,SIREN:246100663,72.0,IT Services & Consulting,2020-10-30,12.0,False,2021-10-30,0,,50.03,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,300000.0,,,,0,False,False
BOAMP:20-85580,NAME:communes vie et boulogne,72.0,IT Services & Consulting,2020-07-05,24.0,False,2022-07-05,0,,53.88,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-91479,SIREN:258500222,72.0,IT Services & Consulting,2021-01-07,24.0,False,2023-01-07,1,BOAMP:23-12403,24.61,0.656,0.8156,0.0,True,0.899,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.656,0.6531,0.0029000000000000137,2,False,False
BOAMP:20-85492,SIREN:244900015,32.0,Telecom & Networks,2020-12-03,24.0,False,2022-12-03,1,BOAMP:22-120791,21.25,0.4181,0.2739,0.2,True,0.5425,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,1000000.0,0.4181,0.3938,0.024300000000000044,2,False,False
BOAMP:20-94462,NAME:le mans,48.0,Software & Applications,2020-10-06,12.0,False,2021-10-06,1,BOAMP:21-148700,15.51,0.4569,0.5595,0.0,True,0.4157,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4569,0.4114,0.045499999999999985,5,False,False
BOAMP:20-96647,SIREN:214401432,48.0,Software & Applications,2020-11-02,12.0,False,2021-11-02,0,,49.93,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:20-97584,SIREN:391722881,72.0,IT Services & Consulting,2020-07-31,36.0,False,2023-07-31,1,BOAMP:23-38767,31.73,0.5855,0.3193,1.0,True,0.2891,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5855,0.5258,0.059699999999999975,5,False,False
BOAMP:20-98331,SIREN:214401846,79.0,Unknown,2020-08-03,36.0,False,2023-08-03,1,BOAMP:23-110154,35.94,0.6551,0.7679,0.0,True,0.9899,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,210000.0,0.6551,0.5207,0.13439999999999996,4,False,False
BOAMP:20-98264,NAME:nantes metropole,72.0,IT Services & Consulting,2020-08-05,18.0,False,2022-02-03,1,BOAMP:22-26998,18.66,0.6301,0.5053,0.4,True,0.8901,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6301,0.5996,0.03049999999999997,13,False,False
BOAMP:20-98214,NAME:nantes metropole,72.0,IT Services & Consulting,2020-08-05,18.0,False,2022-02-03,1,BOAMP:22-26998,18.66,0.6301,0.5053,0.4,True,0.8901,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6301,0.5996,0.03049999999999997,13,False,False
BOAMP:20-98937,NAME:cap atlantique,35.0,Cybersecurity,2020-12-30,12.0,False,2021-12-30,0,,48.03,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,200000.0,,,,0,False,False
BOAMP:20-100172,SIREN:246100663,72.0,IT Services & Consulting,2020-08-07,1.0,False,2020-09-06,0,,52.79,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,200000.0,,,,0,False,False
BOAMP:20-106379,SIREN:194909701,48.0,Software & Applications,2020-08-29,36.0,False,2023-08-29,1,BOAMP:22-150817,30.98,0.3521,0.4236,0.0,True,0.1632,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.3521,,,1,True,False
BOAMP:20-107792,NAME:com d agglo reg nazairienne estuaire,72.0,IT Services & Consulting,2021-01-07,12.0,False,2022-01-07,1,BOAMP:22-8860,12.35,0.5114,0.4328,0.0,True,0.9413,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5114,0.4894,0.021999999999999964,3,False,False
BOAMP:20-109382,SIREN:214401846,30.0,IT Hardware & Equipment,2020-12-03,12.0,False,2021-12-03,1,BOAMP:21-101248,11.01,0.4912,0.436,0.0,True,0.8342,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4912,0.3493,0.14190000000000003,3,False,False
BOAMP:20-110872,NAME:cte de cnes du pays d ancenis,50.0,Telecom & Networks,2020-09-09,36.0,False,2023-09-09,0,,51.71,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:20-110309,SIREN:234400034,72.0,IT Services & Consulting,2021-01-11,6.0,False,2021-07-12,1,BOAMP:21-126684,11.96,0.4826,0.5779,0.4,True,0.007,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4826,0.4744,0.008199999999999985,3,False,False
BOAMP:20-111698,SIREN:234400034,32.0,Telecom & Networks,2020-12-04,12.0,False,2021-12-04,1,BOAMP:21-67771,10.12,0.5618,0.6863,0.0,True,0.6864,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.5618,0.5528,0.009000000000000008,13,False,False
BOAMP:20-114032,SIREN:214400269,35.0,Cybersecurity,2020-09-17,12.0,False,2021-09-17,0,,51.45,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
