buyer_name_raw,buyer_name_normalized,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note
Grand Port Maritime de Nantes Saint-Nazaire,grand port maritime nantes saint nazaire,775604853,77560485300041,previous_high_confidence_cache,HIGH,matched,100.0,59.3,2,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment
Groupe d'étude et de contrôle des vari,groupe etude controle vari,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=etude controle vari
"Groupement TRANSAMO / La SET, agissant au nom et pour le compte du Syndicat des mobilités de Touraine (SMT), maître d'ouvrage",groupement transamo set agissant nom compte syndicat mobilites touraine smt maitre ouvrage,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=groupement transamo set agissant nom compte mobilites touraine smt maitre ouvrage
Groupement d'achats de l'Herm,groupement achats herm,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=groupement achats herm
Groupement d'intérêt public GIGALIS,groupement interet public gigalis,254402530,25440253000011,api_recherche_entreprises_current,HIGH,matched,100.0,,1,GROUPEMENT D'INTERET PUBLIC GIGALIS,query=groupement interet public gigalis
Groupement d'intérêt public Vendée Numérique,groupement interet public vendee numerique,130018559,13001855900018,previous_high_confidence_cache,HIGH,matched,100.0,,1,GROUPEMENT D'INTERET PUBLIC VENDEE NUMERIQUE (GIP),seeded from existing high-confidence buyer enrichment
HOP INTERCOMMUNAL DU BAUGEOIS ET VAL,hop intercommunal baugeois val,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=hop intercommunal baugeois val
Hopital Intercommunal Sèvre et Loire,hopital intercommunal sevre loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,25.6,,1,HOPSIS,query=hopital intercommunal sevre loire
I.F.C.E,i f c e,920503430,92050343000018,api_recherche_entreprises_current,HIGH,matched,77.4,52.4,3,E-O-I-F,query=i f c e
IMT ATLANTIQUE BRETAGNE - PAYS DE LA LOIRE,imt atlantique bretagne pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,41.6,,1,INSTITUT MINES-TELECOM (IMT),query=imt atlantique bretagne pays loire
INESAAE - L'Institut Agro,inesaae institut agro,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=inesaae institut agro
INRA - Formation permanente nationale,inra formation permanente nationale,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=inra formation permanente nationale
INRA ANGERS NANTES,inra angers nantes,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=inra angers nantes
INSEE,insee,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,31.3,6.4,3,A.S.C.I.B.ASSOC SPORT CULT INSEE BEAULIE,query=insee
INSERM,inserm,924405756,92440575600017,api_recherche_entreprises_current,HIGH,matched,100.0,37.5,10,FONDATION INSERM,query=inserm
INSTITUT 4.10,institut 4 10,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=institut 4 10
IPHV LES HAUTS THEBAUDIERES,iphv hauts thebaudieres,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=iphv hauts thebaudieres
IRA DE LYON,ira lyon,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,58.5,14.5,5,IRA,query=ira lyon
IRCANTEC,ircantec,784301525,78430152500050,previous_high_confidence_cache,HIGH,matched,100.0,,1,IRCANTEC,seeded from existing high-confidence buyer enrichment
IRCEC,ircec,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ircec
Inst. Interdpt bassin Sèvre Niortaise,inst interdpt bassin sevre niortaise,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=inst interdpt bassin sevre niortaise
Institut Mines-Télécom Atlantique,institut mines telecom atlantique,180092025,18009202500154,previous_high_confidence_cache,HIGH,matched,87.4,,1,INSTITUT MINES-TELECOM (IMT),seeded from existing high-confidence buyer enrichment
Institut Polytechnique de Grenoble,institut polytechnique grenoble,193819125,19381912500017,api_recherche_entreprises_current,HIGH,matched,100.0,10.4,7,INSTITUT POLYTECHNIQUE DE GRENOBLE (IPG),query=institut polytechnique grenoble
Institut Régional Administration Lyon,institut regional administration lyon,832970024,83297002400010,previous_high_confidence_cache,HIGH,matched,94.0,9.7,2,LES AMIS DE L'INSTITUT REGIONAL D'ADMINISTRATION DE LYON (AMIRAL),seeded from existing high-confidence buyer enrichment
LA GARNACHE,garnache,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,74.7,0.0,10,COMMUNE DE LA GARNACHE,query=garnache
LA ROCHE-SUR-YON AGGLOMERATION,roche yon agglomeration,248500589,24850058900317,previous_high_confidence_cache,HIGH,matched,100.0,39.1,9,LA ROCHE-SUR-YON AGGLOMERATION,seeded from existing high-confidence buyer enrichment
LAVAL SPLA,laval spla,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=laval spla
LE PLONGEOIR - CITE DU CIRQUE,plongeoir cite cirque,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,73.6,58.2,2,LE PLONGEOIR- CITE DU CIRQUE (LE PLONGEOIR - CITE DU CIRQUE),query=plongeoir cite cirque
LPO Touchard Washington,lpo touchard washington,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.7,,1,LYCEE POLYVALENT GABRIEL TOUCHARD-WASHINGTON - LYCEE DES METIERS PROTHESE DENTAIRE (LPO),query=lpo touchard washington
LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS,lycee general technologique albert camus,194402889,19440288900019,api_recherche_entreprises_current,HIGH,matched,100.0,,1,LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS,query=lycee general technologique albert camus
LYCEE POLYVALENT LEONARD DE VINCI,lycee polyvalent leonard vinci,198513905,19851390500028,previous_high_confidence_cache,HIGH,matched,100.0,,1,LYCEE POLYVALENT LEONARD DE VINCI,seeded from existing high-confidence buyer enrichment
La Cité des Congrès de Nantes,cite congres nantes,381053768,38105376800028,previous_high_confidence_cache,HIGH,matched,92.4,16.5,10,LA CITE LE CENTRE DES CONGRES DE NANTES,seeded from existing high-confidence buyer enrichment
La Cité des Congrès de Nantes agissant au nom et pour le compte de Nantes Métropole,cite congres nantes agissant nom compte nantes metropole,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cite congres nantes agissant nom compte nantes metropole
La Roche sur Yon Agglomération (85),roche yon agglomeration 85,521017848,52101784800016,previous_high_confidence_cache,HIGH,matched,88.0,,1,NAT'YON LA ROCHE AGGLOMERATION 85(N Y R A 85),seeded from existing high-confidence buyer enrichment
La Roche-sur-Yon Agglomération,roche yon agglomeration,248500589,24850058900317,previous_high_confidence_cache,HIGH,matched,100.0,39.1,9,LA ROCHE-SUR-YON AGGLOMERATION,seeded from existing high-confidence buyer enrichment
Laval Agglomération,laval agglomeration,200083392,20008339200015,previous_high_confidence_cache,HIGH,matched,100.0,9.4,10,LAVAL AGGLOMERATION,seeded from existing high-confidence buyer enrichment
Le Grand T - Théâtre Loire-Atlantique,grand t theatre loire atlantique,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,34.5,,1,CENTRE DE CONSEIL ET DE SERVICE -CCS,query=grand t theatre loire atlantique
Le Mans Métropole,mans metropole,488538877,48853887700025,api_recherche_entreprises_current,HIGH,matched,88.0,0.0,10,BOXING LE MANS METROPOLE,query=mans metropole
Le Mans Métropole - Communauté Urbaine,mans metropole communaute urbaine,247200132,24720013200014,previous_high_confidence_cache,HIGH,matched,100.0,60.5,4,LE MANS METROPOLE COMMUNAUTE URBAINE,seeded from existing high-confidence buyer enrichment
Le Mans Université,mans universite,197209166,19720916600010,api_recherche_entreprises_current,HIGH,matched,100.0,,1,UNIVERSITE DU MANS,query=mans universite
Le Voyage à Nantes,voyage nantes,482414216,48241421600044,previous_high_confidence_cache,HIGH,matched,100.0,67.4,10,LE VOYAGE A NANTES,seeded from existing high-confidence buyer enrichment
Les Quinconces l'Espal,quinconces espal,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,73.3,13.7,2,LES QUINCONCES & L'ESPAL (LES QUINCONCES & L'ESPAL),query=quinconces espal
Les Sables d'Olonne Agglomération,sables olonne agglomeration,200071165,20007116500167,previous_high_confidence_cache,HIGH,matched,100.0,34.6,7,CA LES SABLES D'OLONNE AGGLOMERATION,seeded from existing high-confidence buyer enrichment
Loire Atlantique Développement - GIE,loire atlantique developpement gie,860800077,86080007700098,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,LOIRE ATLANTIQUE DEVELOPPEMENT SELA (SELA),seeded from existing high-confidence buyer enrichment
Loire Atlantique développement,loire atlantique developpement,860800077,86080007700098,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,LOIRE ATLANTIQUE DEVELOPPEMENT SELA (SELA),seeded from existing high-confidence buyer enrichment
Loire Ocean developpement,loire ocean developpement,865800767,86580076700069,previous_high_confidence_cache,HIGH,matched,100.0,5.8,4,LOIRE OCEAN DEVELOPPEMENT,seeded from existing high-confidence buyer enrichment
Loire Océan Métropole Aménagement,loire ocean metropole amenagement,535164412,53516441200020,previous_high_confidence_cache,HIGH,matched,100.0,46.0,2,LOIRE OCEAN METROPOLE AMENAGEMENT,seeded from existing high-confidence buyer enrichment
Loire-Atlantique développement - GIE,loire atlantique developpement gie,860800077,86080007700098,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,LOIRE ATLANTIQUE DEVELOPPEMENT SELA (SELA),seeded from existing high-confidence buyer enrichment
MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=maine loire habitat office pub habitat
MAIRIE DE BAUGE EN ANJOU,mairie bauge anjou,200052702,20005270200012,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE BAUGE-EN-ANJOU,seeded from existing high-confidence buyer enrichment
MAIRIE DE CORDEMAIS,mairie cordemais,214400459,21440045900019,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE CORDEMAIS,seeded from existing high-confidence buyer enrichment
MAIRIE DE LA CHAPELLE SUR ERDRE,mairie chapelle erdre,214400350,21440035000010,previous_high_confidence_cache,HIGH,matched,100.0,47.3,2,COMMUNE DE LA CHAPELLE-SUR-ERDRE,seeded from existing high-confidence buyer enrichment
MAIRIE DE REZE,mairie reze,214401432,21440143200015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE REZE,seeded from existing high-confidence buyer enrichment
MAIRIE DE SAINT SATURNIN,mairie saint saturnin,217203207,21720320700071,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT SATURNIN,seeded from existing high-confidence buyer enrichment
MASH,mash,983291931,98329193100019,previous_high_confidence_cache,HIGH,matched,100.0,47.6,4,MASH,seeded from existing high-confidence buyer enrichment
MAUGES COMMUNAUTE,mauges communaute,200060010,20006001000010,previous_high_confidence_cache,HIGH,matched,100.0,42.7,10,MAUGES COMMUNAUTE,seeded from existing high-confidence buyer enrichment
MAYENNE TRES HAUT DEBIT,mayenne tres haut debit,200061778,20006177800011,previous_high_confidence_cache,HIGH,matched,100.0,,1,MAYENNE TRES HAUT DEBIT,seeded from existing high-confidence buyer enrichment
MEDDE / DGAC / SCN / SSIM,medde dgac scn ssim,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=medde dgac scn ssim
METROPOLE NANTES METROPOLE,metropole nantes metropole,244400404,24440040400129,previous_high_confidence_cache,HIGH,matched,100.0,13.6,10,METROPOLE NANTES METROPOLE,seeded from existing high-confidence buyer enrichment
MINDEF/DGA/DO/S2A,mindef dga do s2a,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mindef dga do s2a
MINDEF/DGA/DT/SCAT,mindef dga dt scat,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mindef dga dt scat
MINDEF/EMA/DC SCA/PFAF CO Rennes,mindef ema dc sca pfaf co rennes,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mindef ema dc sca pfaf co rennes
MINDEF/SGA/DCSID/ESID Bordeaux,mindef sga dcsid esid bordeaux,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mindef sga dcsid esid bordeaux
MINDEF/SGA/SPAC/S-Direction des achats,mindef sga spac s direction achats,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mindef sga spac s direction achats
MONTREVAULT-SUR-ÈVRE,montrevault evre,200054302,20005430200019,previous_high_confidence_cache,HIGH,matched,88.0,-6.5,10,COMMUNE DE MONTREVAULT-SUR-EVRE,seeded from existing high-confidence buyer enrichment
MTE/DGPR/SRN/service central Vigicrues,mte dgpr srn service central vigicrues,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mte dgpr srn service central vigicrues
Mairie Tours,mairie tours,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,75.4,8.5,10,LES AMIS DE PARIS-TOURS,query=mairie tours
Mairie de Blain,mairie blain,214400152,21440015200051,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE BLAIN,seeded from existing high-confidence buyer enrichment
Mairie de Clisson,mairie clisson,214400434,21440043400012,previous_high_confidence_cache,HIGH,matched,100.0,23.8,4,COMMUNE DE CLISSON,seeded from existing high-confidence buyer enrichment
Mairie de Coueron,mairie coueron,214400475,21440047500015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE COUERON,seeded from existing high-confidence buyer enrichment
Mairie de Guérande,mairie guerande,214400699,21440069900143,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE GUERANDE,seeded from existing high-confidence buyer enrichment
Mairie de La Baule-Escoublac,mairie baule escoublac,214400558,21440055800018,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE LA BAULE-ESCOUBLAC,seeded from existing high-confidence buyer enrichment
Mairie de Montoir de Bretagne,mairie montoir bretagne,214401036,21440103600121,api_recherche_entreprises_current,HIGH,matched,86.2,,1,COMMUNE DE MONTOIR-DE-BRETAGNE,query=commune montoir de bretagne
Mairie de Saint Etienne de Montluc,mairie saint etienne montluc,214401580,21440158000011,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-ETIENNE-DE-MONTLUC,seeded from existing high-confidence buyer enrichment
Mairie de Saint-Gilles-Croix-de-Vie,mairie saint gilles croix vie,218502227,21850222700018,previous_high_confidence_cache,HIGH,matched,100.0,66.6,2,COMMUNE DE SAINT-GILLES-CROIX-DE-VIE,seeded from existing high-confidence buyer enrichment
Mairie de Saint-Herblain,mairie saint herblain,214401622,21440162200011,previous_high_confidence_cache,HIGH,matched,100.0,40.2,2,COMMUNE DE SAINT-HERBLAIN,seeded from existing high-confidence buyer enrichment
Mairie de Sucé sur Erdre,mairie suce erdre,214402018,21440201800011,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SUCE-SUR-ERDRE,seeded from existing high-confidence buyer enrichment
Mairie du croisic,mairie croisic,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,60.4,1.9,10,AMICALE DES RETRAITES DU CROISIC,query=mairie croisic
Mancelle d'habitation,mancelle habitation,575850490,57585049000021,previous_high_confidence_cache,HIGH,matched,100.0,84.6,3,MANCELLE D HABITATION,seeded from existing high-confidence buyer enrichment
Mauges Communauté,mauges communaute,200060010,20006001000010,previous_high_confidence_cache,HIGH,matched,100.0,42.7,10,MAUGES COMMUNAUTE,seeded from existing high-confidence buyer enrichment
Mayenne Très Haut Débit,mayenne tres haut debit,200061778,20006177800011,previous_high_confidence_cache,HIGH,matched,100.0,,1,MAYENNE TRES HAUT DEBIT,seeded from existing high-confidence buyer enrichment
Ministère de l'éducation nationale,ministere education nationale,110043015,11004301500012,previous_high_confidence_cache,HIGH,matched,100.0,44.2,5,MINISTERE DE L’EDUCATION NATIONALE,seeded from existing high-confidence buyer enrichment
Ministère de la Justice,ministere justice,110010014,11001001400014,api_recherche_entreprises_current,HIGH,matched,100.0,19.7,10,MINISTERE DE LA JUSTICE,query=ministere justice
Ministère de la justice,ministere justice,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,80.3,2.9,6,MUTUELLE DU MINISTERE DE LA JUSTICE (MMJ),query=ministere justice
Ministère de la justice - SG/2S2M/SDIT,ministere justice sg 2s2m sdit,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ministere justice sg 2s2m sdit
Ministère des Affaires étrangères,ministere affaires etrangeres,110006012,11000601200014,previous_high_confidence_cache,HIGH,matched,97.2,20.2,10,MINISTERE DE L'EUROPE ET DES AFFAIRES ETRANGERES,seeded from existing high-confidence buyer enrichment
"Ministères de la Transition Ecologique, de l’Aménagement du Territoire, des Transports, de la Ville et du Logement",ministeres transition ecologique amenagement territoire transports ville logement,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ministeres transition ecologique amenagement territoire transports ville logement
"Ministères de l’Aménagement du territoire et de la Décentralisation ; Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche",ministeres amenagement territoire decentralisation ministere transition ecologique biodiversite foret mer peche,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ministeres amenagement territoire decentralisation ministere transition ecologique biodiversite foret mer peche
NANTES UNIVERSITE,nantes universite,130029747,13002974700016,previous_high_confidence_cache,HIGH,matched,100.0,34.1,2,NANTES UNIVERSITE,seeded from existing high-confidence buyer enrichment
NIORT AGGLOMERATION,niort agglomeration,814598785,81459878500032,api_recherche_entreprises_current,HIGH,matched,88.9,9.2,10,TRANSDEV NIORT AGGLOMERATION,query=niort agglomeration
Nantes Métropole,nantes metropole,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole
Nantes Métropole Habitat,nantes metropole habitat,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,59.6,18.6,5,NANTES METROPOLE HABITAT-OFFICE PUBLIC DE L'HABITAT DE LA METROPOLE NANTAISE (NMH),query=nantes metropole habitat
Nantes Université,nantes universite,130029747,13002974700016,previous_high_confidence_cache,HIGH,matched,100.0,34.1,2,NANTES UNIVERSITE,seeded from existing high-confidence buyer enrichment
O.P.H LE MANS HABITAT,o p h mans habitat,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=o p h mans habitat
OFFICE FRANCAIS DE LA BIODIVERSITE,office francais biodiversite,130025919,13002591900015,previous_high_confidence_cache,HIGH,matched,100.0,8.4,2,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),seeded from existing high-confidence buyer enrichment
ONIRIS,oniris,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.4,6.9,10,GALA ONIRIS INGENIEUR,query=oniris
OPCO SANTE,opco sante,854033115,85403311500015,api_recherche_entreprises_current,HIGH,matched,100.0,,1,OPCO SANTE,query=opco sante
Office Français de la Biodiversité,office francais biodiversite,130025919,13002591900015,previous_high_confidence_cache,HIGH,matched,100.0,8.4,2,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),seeded from existing high-confidence buyer enrichment
Office Public de l'Habitat,office public habitat,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,63.3,,1,OFFICE PUBLIC DE L'HABITAT SAUMUR HABITAT (SAUMUR HABITAT) (OPH),query=office public habitat
Orchestre National des Pays de la Loir,orchestre national pays loir,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=orchestre national pays loir
PETR Pays Vallée du Loir,petr pays vallee loir,200076396,20007639600015,previous_high_confidence_cache,HIGH,matched,100.0,,1,PETR PAYS VALLEE DU LOIR,seeded from existing high-confidence buyer enrichment
PODELIHA,podeliha,927831396,92783139600019,previous_high_confidence_cache,HIGH,matched,88.0,58.9,10,CSE PODELIHA,seeded from existing high-confidence buyer enrichment
PREFECTURE D'EURE-ET-LOIR,prefecture eure loir,172800013,17280001300010,previous_high_confidence_cache,HIGH,matched,84.9,54.7,2,PREFECTURE DE DEPARTEMENT EURE-ET-LOIR,seeded from existing high-confidence buyer enrichment
Pays de Blain Communauté,pays blain communaute,244400453,24440045300035,previous_high_confidence_cache,HIGH,matched,92.0,,1,CC PAYS DE BLAIN COMMUNAUTE (CCRB),seeded from existing high-confidence buyer enrichment
Pays de Saint Gilles Croix de Vie Agglomération (85),pays saint gilles croix vie agglomeration 85,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=pays saint gilles croix vie agglomeration 85
Plate Forme Achats Finances Nord Est,plate forme achats finances nord est,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=plate forme achats finances nord est
Plateforme régionale des achats (PFRA) des Pays de la Loire,plateforme regionale achats pfra pays loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=plateforme regionale achats pfra pays loire
Podeliha,podeliha,927831396,92783139600019,previous_high_confidence_cache,HIGH,matched,88.0,58.9,10,CSE PODELIHA,seeded from existing high-confidence buyer enrichment
Pole Santé Sarthe et Loire,pole sante sarthe loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,35.3,,1,NAPO OUSSEY,query=pole sante sarthe loire
Préfecture,prefecture,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,74.7,0.0,8,MB NANTES PREFECTURE,query=prefecture
Préfecture 85,prefecture 85,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.1,17.3,2,ASSOCIATION SPORTIVE CONSEIL GENERAL PREFECTURE 85 (ASCGP85),query=prefecture 85
REGION DES PAYS DE LA LOIRE,region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,100.0,40.5,10,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
REGION PAYS DE LA LOIRE,region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,100.0,40.5,10,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
RESIDENCES SAINT ALEXANDRE,residences saint alexandre,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,59.8,,1,ALEXANDRE VIGIER,query=residences saint alexandre
Rectorat Division Scus,rectorat division scus,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=rectorat division scus
Rectorat de NANTES,rectorat nantes,449078492,44907849200013,api_recherche_entreprises_current,HIGH,matched,86.9,0.0,5,AMICALE DU RECTORAT DE NANTES,query=rectorat nantes
Rectorat de Rennes,rectorat rennes,173504309,17350430900019,previous_high_confidence_cache,HIGH,matched,84.9,27.6,4,RECTORAT DE L'ACADEMIE DE RENNES,seeded from existing high-confidence buyer enrichment
Rectorat de l'Académie de Dijon,rectorat academie dijon,172104309,17210430900155,previous_high_confidence_cache,HIGH,matched,100.0,22.3,2,RECTORAT DE L'ACADEMIE DE DIJON,seeded from existing high-confidence buyer enrichment
Rectorat de l'Académie de Nantes,rectorat academie nantes,174404301,17440430100015,previous_high_confidence_cache,HIGH,matched,100.0,,1,RECTORAT DE L'ACADEMIE DE NANTES,seeded from existing high-confidence buyer enrichment
"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",rectorat region academique grand est rectorat academie nancy metz,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=region academique grand est rectorat de l academie de nancy metz
Régie Dépt Passages d'Eau de Vendée,regie dept passages eau vendee,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=regie dept passages eau vendee
Région Bretagne,region bretagne,233500016,23350001600040,previous_high_confidence_cache,HIGH,matched,100.0,,1,REGION BRETAGNE,seeded from existing high-confidence buyer enrichment
Région Pays de la Loire,region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,100.0,40.5,10,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
Région des Pays de la Loire,region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,100.0,40.5,10,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
Réseau Canopé,reseau canope,180043010,18004301001485,previous_high_confidence_cache,HIGH,matched,100.0,,1,RESEAU CANOPE,seeded from existing high-confidence buyer enrichment
S. M. Sarthois d'Aménagement Numérique,s m sarthois amenagement numerique,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=s m sarthois amenagement numerique
S.I. d' énergies de Maine et Loire,s i energies maine loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=s i energies maine loire
SAELSI,saelsi,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,16.0,0.4,2,MINISTERE DE L'INTERIEUR,query=saelsi
SAEM VENDEE - Vendée Globe,saem vendee vendee globe,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=saem vendee vendee globe
SAEM Vendée,saem vendee,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=saem vendee
SAEML Loire Atlantique Pêche et Plaisance,saeml loire atlantique peche plaisance,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=saeml loire atlantique peche plaisance
SAINT NAZAIRE AGGLOMERATION TOURISME,saint nazaire agglomeration tourisme,828620831,82862083100010,previous_high_confidence_cache,HIGH,matched,100.0,58.9,2,SAINT-NAZAIRE AGGLOMERATION TOURISME,seeded from existing high-confidence buyer enrichment
SATT OUEST VALORISATION,satt ouest valorisation,753000611,75300061100032,previous_high_confidence_cache,HIGH,matched,100.0,,1,SATT OUEST VALORISATION,seeded from existing high-confidence buyer enrichment
SCA/PFAF SO,sca pfaf so,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=sca pfaf so
SDE35,sde35,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=sde35
SDEGM,sdegm,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=sdegm
SDIS 17,sdis 17,281700252,28170025200097,previous_high_confidence_cache,HIGH,matched,100.0,40.3,5,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment
SDIS 44,sdis 44,284400017,28440001700018,previous_high_confidence_cache,HIGH,matched,100.0,42.3,10,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment
SDIS 44 Loire Atlantique,sdis 44 loire atlantique,284400017,28440001700018,api_recherche_entreprises_current,HIGH,matched,100.0,38.1,10,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),query=incendie secours
SDIS 49,sdis 49,284900016,28490001600023,previous_high_confidence_cache,HIGH,matched,100.0,38.0,3,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment
SDIS 49 - MAINE ET LOIRE,sdis 49 maine loire,284900016,28490001600023,api_recherche_entreprises_current,HIGH,matched,100.0,38.0,3,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),query=incendie secours
SDIS 53,sdis 53,285300018,28530001800030,api_recherche_entreprises_current,HIGH,matched,100.0,29.2,2,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),query=incendie secours
